referencia,ano,mes,regiao,estado,gasolina_comum_preco_revenda_avg,etanol_hidratado_preco_revenda_avg
2010-10,2010,10,Centro Oeste,Mato Grosso Do Sul,2.694,1.775
2010-10,2010,10,Sudeste,Minas Gerais,2.522,1.807
2010-10,2010,10,Norte,Para,2.759,2.058
2010-10,2010,10,Nordeste,Paraiba,2.449,1.853
2010-10,2010,10,Sul,Parana,2.544,1.659
2010-10,2010,10,Nordeste,Pernambuco,2.595,1.849
2010-10,2010,10,Nordeste,Piaui,2.499,1.955
2010-10,2010,10,Sudeste,Rio De Janeiro,2.635,1.815
2010-10,2010,10,Nordeste,Rio Grande Do Norte,2.676,1.956
2010-10,2010,10,Sul,Rio Grande Do Sul,2.615,1.995
2010-10,2010,10,Norte,Rondonia,2.811,1.978
2010-10,2010,10,Norte,Roraima,2.839,2.338
2010-10,2010,10,Sul,Santa Catarina,2.605,1.948
2010-10,2010,10,Sudeste,Sao Paulo,2.47,1.549
2010-10,2010,10,Nordeste,Sergipe,2.596,1.941
2010-10,2010,10,Norte,Tocantins,2.828,1.852
2010-11,2010,11,Norte,Acre,3.032,2.382
2010-11,2010,11,Nordeste,Alagoas,2.745,1.975
2010-11,2010,11,Norte,Amapa,2.801,2.069
2010-11,2010,11,Norte,Amazonas,2.47,2.001
2010-11,2010,11,Nordeste,Bahia,2.753,1.926
2010-11,2010,11,Nordeste,Ceara,2.667,1.903
2010-11,2010,11,Centro Oeste,Distrito Federal,2.774,2.03
2010-11,2010,11,Sudeste,Espirito Santo,2.754,2.055
2010-11,2010,11,Centro Oeste,Goias,2.672,1.687
2010-11,2010,11,Nordeste,Maranhao,2.582,1.904
2010-11,2010,11,Centro Oeste,Mato Grosso,2.801,1.793
2010-11,2010,11,Centro Oeste,Mato Grosso Do Sul,2.688,1.819
2010-11,2010,11,Sudeste,Minas Gerais,2.534,1.842
2010-11,2010,11,Norte,Para,2.756,2.106
2010-11,2010,11,Nordeste,Paraiba,2.439,1.839
2010-11,2010,11,Sul,Parana,2.562,1.707
2010-11,2010,11,Nordeste,Pernambuco,2.613,1.866
2010-11,2010,11,Nordeste,Piaui,2.533,2.027
2010-11,2010,11,Sudeste,Rio De Janeiro,2.653,1.865
2010-11,2010,11,Nordeste,Rio Grande Do Norte,2.677,1.957
2010-11,2010,11,Sul,Rio Grande Do Sul,2.618,2.034
2010-11,2010,11,Norte,Rondonia,2.839,2.028
2010-11,2010,11,Norte,Roraima,2.84,2.33
2010-11,2010,11,Sul,Santa Catarina,2.634,2.036
2010-11,2010,11,Sudeste,Sao Paulo,2.483,1.595
2010-11,2010,11,Nordeste,Sergipe,2.625,1.948
2010-11,2010,11,Norte,Tocantins,2.815,1.91
2010-12,2010,12,Norte,Acre,3.038,2.378
2010-12,2010,12,Nordeste,Alagoas,2.797,2.02
2010-12,2010,12,Norte,Amapa,2.803,2.069
2010-12,2010,12,Norte,Amazonas,2.702,2.056
2010-12,2010,12,Nordeste,Bahia,2.731,1.922
2010-12,2010,12,Nordeste,Ceara,2.667,1.899
2010-12,2010,12,Centro Oeste,Distrito Federal,2.774,2.03
2010-12,2010,12,Sudeste,Espirito Santo,2.753,2.066
2010-12,2010,12,Centro Oeste,Goias,2.676,1.699
2010-12,2010,12,Nordeste,Maranhao,2.54,1.923
2010-12,2010,12,Centro Oeste,Mato Grosso,2.805,1.824
2010-12,2010,12,Centro Oeste,Mato Grosso Do Sul,2.688,1.86
2010-12,2010,12,Sudeste,Minas Gerais,2.549,1.871
2010-12,2010,12,Norte,Para,2.753,2.115
2010-12,2010,12,Nordeste,Paraiba,2.439,1.838
2010-12,2010,12,Sul,Parana,2.585,1.766
2010-12,2010,12,Nordeste,Pernambuco,2.659,1.892
2010-12,2010,12,Nordeste,Piaui,2.595,2.059
2010-12,2010,12,Sudeste,Rio De Janeiro,2.662,1.928
2010-12,2010,12,Nordeste,Rio Grande Do Norte,2.678,1.956
2010-12,2010,12,Sul,Rio Grande Do Sul,2.611,2.068
2010-12,2010,12,Norte,Rondonia,2.85,2.046
2010-12,2010,12,Norte,Roraima,2.838,2.333
2010-12,2010,12,Sul,Santa Catarina,2.636,2.068
2010-12,2010,12,Sudeste,Sao Paulo,2.499,1.674
2010-12,2010,12,Nordeste,Sergipe,2.611,1.94
2010-12,2010,12,Norte,Tocantins,2.797,1.918
2011-01,2011,1,Norte,Acre,3.036,2.381
2011-01,2011,1,Nordeste,Alagoas,2.808,2.026
2011-01,2011,1,Norte,Amapa,2.803,2.133
2011-01,2011,1,Norte,Amazonas,2.709,2.133
2011-01,2011,1,Nordeste,Bahia,2.74,1.969
2011-01,2011,1,Nordeste,Ceara,2.667,1.915
2011-01,2011,1,Centro Oeste,Distrito Federal,2.774,2.06
2011-01,2011,1,Sudeste,Espirito Santo,2.759,2.108
2011-01,2011,1,Centro Oeste,Goias,2.691,1.822
2011-01,2011,1,Nordeste,Maranhao,2.547,1.945
2011-01,2011,1,Centro Oeste,Mato Grosso,2.869,1.946
2011-01,2011,1,Centro Oeste,Mato Grosso Do Sul,2.676,1.911
2011-01,2011,1,Sudeste,Minas Gerais,2.586,1.914
2011-01,2011,1,Norte,Para,2.75,2.153
2011-01,2011,1,Nordeste,Paraiba,2.475,1.857
2011-01,2011,1,Sul,Parana,2.594,1.831
2011-01,2011,1,Nordeste,Pernambuco,2.651,1.886
2011-01,2011,1,Nordeste,Piaui,2.672,2.076
2011-01,2011,1,Sudeste,Rio De Janeiro,2.676,2.009
2011-01,2011,1,Nordeste,Rio Grande Do Norte,2.675,1.963
2011-01,2011,1,Sul,Rio Grande Do Sul,2.609,2.131
2011-01,2011,1,Norte,Rondonia,2.858,2.075
2011-01,2011,1,Norte,Roraima,2.839,2.34
2011-01,2011,1,Sul,Santa Catarina,2.635,2.108
2011-01,2011,1,Sudeste,Sao Paulo,2.507,1.733
2011-01,2011,1,Nordeste,Sergipe,2.583,1.919
2011-01,2011,1,Norte,Tocantins,2.8,1.947
2011-02,2011,2,Norte,Acre,3.037,2.392
2011-02,2011,2,Nordeste,Alagoas,2.804,2.034
2011-02,2011,2,Norte,Amapa,2.813,2.235
2011-02,2011,2,Norte,Amazonas,2.709,2.158
2011-02,2011,2,Nordeste,Bahia,2.756,2.094
2011-02,2011,2,Nordeste,Ceara,2.67,1.967
2011-02,2011,2,Centro Oeste,Distrito Federal,2.779,2.219
2011-02,2011,2,Sudeste,Espirito Santo,2.766,2.148
2011-02,2011,2,Centro Oeste,Goias,2.706,1.891
2011-02,2011,2,Nordeste,Maranhao,2.584,1.987
2011-02,2011,2,Centro Oeste,Mato Grosso,2.89,1.978
2011-02,2011,2,Centro Oeste,Mato Grosso Do Sul,2.714,1.962
2011-02,2011,2,Sudeste,Minas Gerais,2.618,1.963
2011-02,2011,2,Norte,Para,2.741,2.18
2011-02,2011,2,Nordeste,Paraiba,2.544,1.902
2011-02,2011,2,Sul,Parana,2.605,1.872
2011-02,2011,2,Nordeste,Pernambuco,2.642,1.892
2011-02,2011,2,Nordeste,Piaui,2.679,2.107
2011-02,2011,2,Sudeste,Rio De Janeiro,2.684,2.043
2011-02,2011,2,Nordeste,Rio Grande Do Norte,2.697,2.021
2011-02,2011,2,Sul,Rio Grande Do Sul,2.616,2.169
2011-02,2011,2,Norte,Rondonia,2.863,2.114
2011-02,2011,2,Norte,Roraima,2.839,2.345
2011-02,2011,2,Sul,Santa Catarina,2.637,2.138
2011-02,2011,2,Sudeste,Sao Paulo,2.51,1.757
2011-02,2011,2,Nordeste,Sergipe,2.615,1.951
2011-02,2011,2,Norte,Tocantins,2.801,1.986
2011-03,2011,3,Norte,Acre,3.043,2.401
2011-03,2011,3,Nordeste,Alagoas,2.806,2.091
2011-03,2011,3,Norte,Amapa,2.832,2.318
2011-03,2011,3,Norte,Amazonas,2.716,2.256
2011-03,2011,3,Nordeste,Bahia,2.758,2.133
2011-03,2011,3,Nordeste,Ceara,2.757,2.076
2011-03,2011,3,Centro Oeste,Distrito Federal,2.895,2.409
2011-03,2011,3,Sudeste,Espirito Santo,2.795,2.277
2011-03,2011,3,Centro Oeste,Goias,2.842,2.16
2011-03,2011,3,Nordeste,Maranhao,2.732,2.131
2011-03,2011,3,Centro Oeste,Mato Grosso,2.947,2.053
2011-03,2011,3,Centro Oeste,Mato Grosso Do Sul,2.743,2.156
2011-03,2011,3,Sudeste,Minas Gerais,2.672,2.139
2011-03,2011,3,Norte,Para,2.759,2.267
2011-03,2011,3,Nordeste,Paraiba,2.535,1.976
2011-03,2011,3,Sul,Parana,2.637,2.086
2011-03,2011,3,Nordeste,Pernambuco,2.628,1.966
2011-03,2011,3,Nordeste,Piaui,2.656,2.181
2011-03,2011,3,Sudeste,Rio De Janeiro,2.731,2.231
2011-03,2011,3,Nordeste,Rio Grande Do Norte,2.763,2.226
2011-03,2011,3,Sul,Rio Grande Do Sul,2.65,2.399
2011-03,2011,3,Norte,Rondonia,2.886,2.245
2011-03,2011,3,Norte,Roraima,2.88,2.408
2011-03,2011,3,Sul,Santa Catarina,2.644,2.303
2011-03,2011,3,Sudeste,Sao Paulo,2.566,1.999
2011-03,2011,3,Nordeste,Sergipe,2.651,2.041
2011-03,2011,3,Norte,Tocantins,2.816,2.171
2011-04,2011,4,Norte,Acre,3.147,2.428
2011-04,2011,4,Nordeste,Alagoas,2.878,2.33
2011-04,2011,4,Norte,Amapa,2.948,2.643
2011-04,2011,4,Norte,Amazonas,2.861,2.498
2011-04,2011,4,Nordeste,Bahia,2.845,2.312
2011-04,2011,4,Nordeste,Ceara,2.813,2.261
2011-04,2011,4,Centro Oeste,Distrito Federal,2.908,2.645
2011-04,2011,4,Sudeste,Espirito Santo,2.969,2.578
2011-04,2011,4,Centro Oeste,Goias,3.004,2.412
2011-04,2011,4,Nordeste,Maranhao,2.795,2.338
2011-04,2011,4,Centro Oeste,Mato Grosso,2.992,2.238
2011-04,2011,4,Centro Oeste,Mato Grosso Do Sul,2.89,2.44
2011-04,2011,4,Sudeste,Minas Gerais,2.866,2.45
2011-04,2011,4,Norte,Para,2.871,2.553
2011-04,2011,4,Nordeste,Paraiba,2.61,2.177
2011-04,2011,4,Sul,Parana,2.769,2.297
2011-04,2011,4,Nordeste,Pernambuco,2.747,2.171
2011-04,2011,4,Nordeste,Piaui,2.765,2.485
2011-04,2011,4,Sudeste,Rio De Janeiro,2.922,2.565
2011-04,2011,4,Nordeste,Rio Grande Do Norte,2.876,2.415
2011-04,2011,4,Sul,Rio Grande Do Sul,2.889,2.841
2011-04,2011,4,Norte,Rondonia,2.97,2.467
2011-04,2011,4,Norte,Roraima,3.059,2.645
2011-04,2011,4,Sul,Santa Catarina,2.822,2.707
2011-04,2011,4,Sudeste,Sao Paulo,2.728,2.16
2011-04,2011,4,Nordeste,Sergipe,2.801,2.306
2011-04,2011,4,Norte,Tocantins,2.968,2.435
2011-05,2011,5,Norte,Acre,3.22,2.572
2011-05,2011,5,Nordeste,Alagoas,2.948,2.402
2011-05,2011,5,Norte,Amapa,2.866,2.496
2011-05,2011,5,Norte,Amazonas,2.821,2.441
2011-05,2011,5,Nordeste,Bahia,2.807,2.22
2011-05,2011,5,Nordeste,Ceara,2.8,2.253
2011-05,2011,5,Centro Oeste,Distrito Federal,2.829,2.23
2011-05,2011,5,Sudeste,Espirito Santo,3.025,2.598
2011-05,2011,5,Centro Oeste,Goias,3.003,2.068
2011-05,2011,5,Nordeste,Maranhao,2.78,2.356
2011-05,2011,5,Centro Oeste,Mato Grosso,2.933,1.94
2011-05,2011,5,Centro Oeste,Mato Grosso Do Sul,2.87,2.193
2011-05,2011,5,Sudeste,Minas Gerais,2.922,2.288
2011-05,2011,5,Norte,Para,2.889,2.461
2011-05,2011,5,Nordeste,Paraiba,2.637,2.2
2011-05,2011,5,Sul,Parana,2.775,1.954
2011-05,2011,5,Nordeste,Pernambuco,2.76,2.206
2011-05,2011,5,Nordeste,Piaui,2.712,2.438
2011-05,2011,5,Sudeste,Rio De Janeiro,2.988,2.435
2011-05,2011,5,Nordeste,Rio Grande Do Norte,2.776,2.33
2011-05,2011,5,Sul,Rio Grande Do Sul,2.872,2.547
2011-05,2011,5,Norte,Rondonia,3.047,2.583
2011-05,2011,5,Norte,Roraima,2.979,2.567
2011-05,2011,5,Sul,Santa Catarina,2.834,2.483
2011-05,2011,5,Sudeste,Sao Paulo,2.763,1.844
2011-05,2011,5,Nordeste,Sergipe,2.852,2.337
2011-05,2011,5,Norte,Tocantins,3.039,2.304
2011-06,2011,6,Norte,Acre,3.137,2.527
2011-06,2011,6,Nordeste,Alagoas,2.859,2.339
2011-06,2011,6,Norte,Amapa,2.742,2.324
2011-06,2011,6,Norte,Amazonas,2.595,2.241
2011-06,2011,6,Nordeste,Bahia,2.68,2.01
2011-06,2011,6,Nordeste,Ceara,2.723,2.108
2011-06,2011,6,Centro Oeste,Distrito Federal,2.763,1.978
2011-06,2011,6,Sudeste,Espirito Santo,2.896,2.381
2011-06,2011,6,Centro Oeste,Goias,2.837,1.81
2011-06,2011,6,Nordeste,Maranhao,2.669,2.205
2011-06,2011,6,Centro Oeste,Mato Grosso,2.741,1.577
2011-06,2011,6,Centro Oeste,Mato Grosso Do Sul,2.636,1.921
2011-06,2011,6,Sudeste,Minas Gerais,2.823,2.075
2011-06,2011,6,Norte,Para,2.846,2.347
2011-06,2011,6,Nordeste,Paraiba,2.57,2.138
2011-06,2011,6,Sul,Parana,2.668,1.774
2011-06,2011,6,Nordeste,Pernambuco,2.703,2.162
2011-06,2011,6,Nordeste,Piaui,2.591,2.318
2011-06,2011,6,Sudeste,Rio De Janeiro,2.892,2.2
2011-06,2011,6,Nordeste,Rio Grande Do Norte,2.715,2.214
2011-06,2011,6,Sul,Rio Grande Do Sul,2.78,2.242
2011-06,2011,6,Norte,Rondonia,2.989,2.444
2011-06,2011,6,Norte,Roraima,2.913,2.492
2011-06,2011,6,Sul,Santa Catarina,2.713,2.28
2011-06,2011,6,Sudeste,Sao Paulo,2.665,1.704
2011-06,2011,6,Nordeste,Sergipe,2.752,2.255
2011-06,2011,6,Norte,Tocantins,2.924,2.053
2011-07,2011,7,Norte,Acre,3.139,2.526
2011-07,2011,7,Nordeste,Alagoas,2.819,2.331
2011-07,2011,7,Norte,Amapa,2.743,2.225
2011-07,2011,7,Norte,Amazonas,2.6,2.213
2011-07,2011,7,Nordeste,Bahia,2.784,2.078
2011-07,2011,7,Nordeste,Ceara,2.71,2.156
2011-07,2011,7,Centro Oeste,Distrito Federal,2.826,2.051
2011-07,2011,7,Sudeste,Espirito Santo,2.895,2.381
2011-07,2011,7,Centro Oeste,Goias,2.848,1.856
2011-07,2011,7,Nordeste,Maranhao,2.615,2.184
2011-07,2011,7,Centro Oeste,Mato Grosso,2.755,1.687
2011-07,2011,7,Centro Oeste,Mato Grosso Do Sul,2.678,1.999
2011-07,2011,7,Sudeste,Minas Gerais,2.807,2.125
2011-07,2011,7,Norte,Para,2.832,2.342
2011-07,2011,7,Nordeste,Paraiba,2.543,2.15
2011-07,2011,7,Sul,Parana,2.645,1.865
2011-07,2011,7,Nordeste,Pernambuco,2.666,2.176
2011-07,2011,7,Nordeste,Piaui,2.607,2.29
2011-07,2011,7,Sudeste,Rio De Janeiro,2.867,2.228
2011-07,2011,7,Nordeste,Rio Grande Do Norte,2.713,2.224
2011-07,2011,7,Sul,Rio Grande Do Sul,2.747,2.273
2011-07,2011,7,Norte,Rondonia,2.983,2.435
2011-07,2011,7,Norte,Roraima,2.737,2.439
2011-07,2011,7,Sul,Santa Catarina,2.716,2.28
2011-07,2011,7,Sudeste,Sao Paulo,2.666,1.799
2011-07,2011,7,Nordeste,Sergipe,2.708,2.277
2011-07,2011,7,Norte,Tocantins,2.924,2.048
2011-08,2011,8,Norte,Acre,3.126,2.532
2011-08,2011,8,Nordeste,Alagoas,2.793,2.344
2011-08,2011,8,Norte,Amapa,2.757,2.206
2011-08,2011,8,Norte,Amazonas,2.753,2.245
2011-08,2011,8,Nordeste,Bahia,2.774,2.077
2011-08,2011,8,Nordeste,Ceara,2.7,2.195
2011-08,2011,8,Centro Oeste,Distrito Federal,2.846,2.082
2011-08,2011,8,Sudeste,Espirito Santo,2.862,2.378
2011-08,2011,8,Centro Oeste,Goias,2.845,1.859
2011-08,2011,8,Nordeste,Maranhao,2.604,2.208
2011-08,2011,8,Centro Oeste,Mato Grosso,2.771,1.741
2011-08,2011,8,Centro Oeste,Mato Grosso Do Sul,2.669,2.012
2011-08,2011,8,Sudeste,Minas Gerais,2.817,2.126
2011-08,2011,8,Norte,Para,2.828,2.363
2011-08,2011,8,Nordeste,Paraiba,2.567,2.186
2011-08,2011,8,Sul,Parana,2.641,1.883
2011-08,2011,8,Nordeste,Pernambuco,2.719,2.23
2011-08,2011,8,Nordeste,Piaui,2.672,2.298
2011-08,2011,8,Sudeste,Rio De Janeiro,2.854,2.212
2011-08,2011,8,Nordeste,Rio Grande Do Norte,2.702,2.255
2011-08,2011,8,Sul,Rio Grande Do Sul,2.729,2.295
2011-08,2011,8,Norte,Rondonia,2.977,2.418
2011-08,2011,8,Norte,Roraima,2.666,2.396
2011-08,2011,8,Sul,Santa Catarina,2.718,2.291
2011-08,2011,8,Sudeste,Sao Paulo,2.663,1.814
2011-08,2011,8,Nordeste,Sergipe,2.716,2.308
2011-08,2011,8,Norte,Tocantins,2.93,2.057
2011-09,2011,9,Norte,Acre,3.114,2.526
2011-09,2011,9,Nordeste,Alagoas,2.801,2.34
2011-09,2011,9,Norte,Amapa,2.76,2.181
2011-09,2011,9,Norte,Amazonas,2.888,2.282
2011-09,2011,9,Nordeste,Bahia,2.758,2.075
2011-09,2011,9,Nordeste,Ceara,2.68,2.175
2011-09,2011,9,Centro Oeste,Distrito Federal,2.843,2.081
2011-09,2011,9,Sudeste,Espirito Santo,2.87,2.417
2011-09,2011,9,Centro Oeste,Goias,2.839,1.892
2011-09,2011,9,Nordeste,Maranhao,2.605,2.221
2011-09,2011,9,Centro Oeste,Mato Grosso,2.908,1.987
2011-09,2011,9,Centro Oeste,Mato Grosso Do Sul,2.706,2.059
2011-09,2011,9,Sudeste,Minas Gerais,2.846,2.159
2011-09,2011,9,Norte,Para,2.831,2.365
2011-09,2011,9,Nordeste,Paraiba,2.558,2.183
2011-09,2011,9,Sul,Parana,2.693,1.978
2011-09,2011,9,Nordeste,Pernambuco,2.664,2.217
2011-09,2011,9,Nordeste,Piaui,2.643,2.302
2011-09,2011,9,Sudeste,Rio De Janeiro,2.854,2.238
2011-09,2011,9,Nordeste,Rio Grande Do Norte,2.657,2.258
2011-09,2011,9,Sul,Rio Grande Do Sul,2.728,2.36
2011-09,2011,9,Norte,Rondonia,2.978,2.414
2011-09,2011,9,Norte,Roraima,2.722,2.383
2011-09,2011,9,Sul,Santa Catarina,2.738,2.349
2011-09,2011,9,Sudeste,Sao Paulo,2.658,1.885
2011-09,2011,9,Nordeste,Sergipe,2.767,2.308
2011-09,2011,9,Norte,Tocantins,2.929,2.06
2011-10,2011,10,Norte,Acre,3.119,2.515
2011-10,2011,10,Nordeste,Alagoas,2.795,2.333
2011-10,2011,10,Norte,Amapa,2.766,2.202
2011-10,2011,10,Norte,Amazonas,2.887,2.294
2011-10,2011,10,Nordeste,Bahia,2.689,2.041
2011-10,2011,10,Nordeste,Ceara,2.764,2.184
2011-10,2011,10,Centro Oeste,Distrito Federal,2.84,2.172
2011-10,2011,10,Sudeste,Espirito Santo,2.886,2.432
2011-10,2011,10,Centro Oeste,Goias,2.853,1.928
2011-10,2011,10,Nordeste,Maranhao,2.618,2.219
2011-10,2011,10,Centro Oeste,Mato Grosso,2.922,2.013
2011-10,2011,10,Centro Oeste,Mato Grosso Do Sul,2.719,2.054
2011-10,2011,10,Sudeste,Minas Gerais,2.841,2.182
2011-10,2011,10,Norte,Para,2.834,2.377
2011-10,2011,10,Nordeste,Paraiba,2.51,2.132
2011-10,2011,10,Sul,Parana,2.706,1.992
2011-10,2011,10,Nordeste,Pernambuco,2.617,2.174
2011-10,2011,10,Nordeste,Piaui,2.668,2.296
2011-10,2011,10,Sudeste,Rio De Janeiro,2.853,2.239
2011-10,2011,10,Nordeste,Rio Grande Do Norte,2.65,2.246
2011-10,2011,10,Sul,Rio Grande Do Sul,2.809,2.387
2011-10,2011,10,Norte,Rondonia,2.99,2.427
2011-10,2011,10,Norte,Roraima,2.775,2.413
2011-10,2011,10,Sul,Santa Catarina,2.75,2.369
2011-10,2011,10,Sudeste,Sao Paulo,2.665,1.866
2011-10,2011,10,Nordeste,Sergipe,2.776,2.323
2011-10,2011,10,Norte,Tocantins,2.934,2.063
2011-11,2011,11,Norte,Acre,3.118,2.514
2011-11,2011,11,Nordeste,Alagoas,2.791,2.295
2011-11,2011,11,Norte,Amapa,2.771,2.216
2011-11,2011,11,Norte,Amazonas,2.886,2.342
2011-11,2011,11,Nordeste,Bahia,2.663,2.043
2011-11,2011,11,Nordeste,Ceara,2.709,2.152
2011-11,2011,11,Centro Oeste,Distrito Federal,2.838,2.253
2011-11,2011,11,Sudeste,Espirito Santo,2.841,2.407
2011-11,2011,11,Centro Oeste,Goias,2.859,1.969
2011-11,2011,11,Nordeste,Maranhao,2.624,2.218
2011-11,2011,11,Centro Oeste,Mato Grosso,2.989,2.121
2011-11,2011,11,Centro Oeste,Mato Grosso Do Sul,2.724,2.082
2011-11,2011,11,Sudeste,Minas Gerais,2.829,2.19
2011-11,2011,11,Norte,Para,2.819,2.369
2011-11,2011,11,Nordeste,Paraiba,2.56,2.142
2011-11,2011,11,Sul,Parana,2.702,2.016
2011-11,2011,11,Nordeste,Pernambuco,2.617,2.133
2011-11,2011,11,Nordeste,Piaui,2.622,2.284
2011-11,2011,11,Sudeste,Rio De Janeiro,2.851,2.244
2011-11,2011,11,Nordeste,Rio Grande Do Norte,2.685,2.224
2011-11,2011,11,Sul,Rio Grande Do Sul,2.819,2.391
2011-11,2011,11,Norte,Rondonia,2.993,2.429
2011-11,2011,11,Norte,Roraima,2.813,2.47
2011-11,2011,11,Sul,Santa Catarina,2.749,2.385
2011-11,2011,11,Sudeste,Sao Paulo,2.658,1.899
2011-11,2011,11,Nordeste,Sergipe,2.76,2.303
2011-11,2011,11,Norte,Tocantins,2.934,2.083
2011-12,2011,12,Norte,Acre,3.124,2.515
2011-12,2011,12,Nordeste,Alagoas,2.793,2.279
2011-12,2011,12,Norte,Amapa,2.764,2.208
2011-12,2011,12,Norte,Amazonas,2.886,2.355
2011-12,2011,12,Nordeste,Bahia,2.783,2.091
2011-12,2011,12,Nordeste,Ceara,2.649,2.14
2011-12,2011,12,Centro Oeste,Distrito Federal,2.839,2.274
2011-12,2011,12,Sudeste,Espirito Santo,2.863,2.423
2011-12,2011,12,Centro Oeste,Goias,2.856,2.004
2011-12,2011,12,Nordeste,Maranhao,2.606,2.22
2011-12,2011,12,Centro Oeste,Mato Grosso,2.992,2.23
2011-12,2011,12,Centro Oeste,Mato Grosso Do Sul,2.723,2.184
2011-12,2011,12,Sudeste,Minas Gerais,2.836,2.211
2011-12,2011,12,Norte,Para,2.814,2.361
2011-12,2011,12,Nordeste,Paraiba,2.605,2.161
2011-12,2011,12,Sul,Parana,2.705,2.038
2011-12,2011,12,Nordeste,Pernambuco,2.678,2.121
2011-12,2011,12,Nordeste,Piaui,2.581,2.262
2011-12,2011,12,Sudeste,Rio De Janeiro,2.846,2.256
2011-12,2011,12,Nordeste,Rio Grande Do Norte,2.689,2.219
2011-12,2011,12,Sul,Rio Grande Do Sul,2.809,2.407
2011-12,2011,12,Norte,Rondonia,2.991,2.441
2011-12,2011,12,Norte,Roraima,2.812,2.515
2011-12,2011,12,Sul,Santa Catarina,2.743,2.411
2011-12,2011,12,Sudeste,Sao Paulo,2.659,1.925
2011-12,2011,12,Nordeste,Sergipe,2.748,2.265
2011-12,2011,12,Norte,Tocantins,2.933,2.139
2012-01,2012,1,Norte,Acre,3.123,2.503
2012-01,2012,1,Nordeste,Alagoas,2.785,2.255
2012-01,2012,1,Norte,Amapa,2.765,2.241
2012-01,2012,1,Norte,Amazonas,2.887,2.377
2012-01,2012,1,Nordeste,Bahia,2.786,2.092
2012-01,2012,1,Nordeste,Ceara,2.608,2.13
2012-01,2012,1,Centro Oeste,Distrito Federal,2.834,2.265
2012-01,2012,1,Sudeste,Espirito Santo,2.848,2.446
2012-01,2012,1,Centro Oeste,Goias,2.847,1.998
2012-01,2012,1,Nordeste,Maranhao,2.586,2.209
2012-01,2012,1,Centro Oeste,Mato Grosso,2.991,2.267
2012-01,2012,1,Centro Oeste,Mato Grosso Do Sul,2.717,2.182
2012-01,2012,1,Sudeste,Minas Gerais,2.824,2.208
2012-01,2012,1,Norte,Para,2.82,2.357
2012-01,2012,1,Nordeste,Paraiba,2.607,2.164
2012-01,2012,1,Sul,Parana,2.7,2.026
2012-01,2012,1,Nordeste,Pernambuco,2.661,2.102
2012-01,2012,1,Nordeste,Piaui,2.569,2.256
2012-01,2012,1,Sudeste,Rio De Janeiro,2.85,2.266
2012-01,2012,1,Nordeste,Rio Grande Do Norte,2.696,2.215
2012-01,2012,1,Sul,Rio Grande Do Sul,2.792,2.413
2012-01,2012,1,Norte,Rondonia,2.991,2.452
2012-01,2012,1,Norte,Roraima,2.814,2.521
2012-01,2012,1,Sul,Santa Catarina,2.743,2.415
2012-01,2012,1,Sudeste,Sao Paulo,2.649,1.888
2012-01,2012,1,Nordeste,Sergipe,2.739,2.266
2012-01,2012,1,Norte,Tocantins,2.934,2.148
2012-02,2012,2,Norte,Acre,3.12,2.501
2012-02,2012,2,Nordeste,Alagoas,2.788,2.251
2012-02,2012,2,Norte,Amapa,2.725,2.32
2012-02,2012,2,Norte,Amazonas,2.887,2.384
2012-02,2012,2,Nordeste,Bahia,2.755,2.068
2012-02,2012,2,Nordeste,Ceara,2.691,2.132
2012-02,2012,2,Centro Oeste,Distrito Federal,2.842,2.248
2012-02,2012,2,Sudeste,Espirito Santo,2.821,2.447
2012-02,2012,2,Centro Oeste,Goias,2.815,1.948
2012-02,2012,2,Nordeste,Maranhao,2.601,2.215
2012-02,2012,2,Centro Oeste,Mato Grosso,2.985,2.199
2012-02,2012,2,Centro Oeste,Mato Grosso Do Sul,2.702,2.129
2012-02,2012,2,Sudeste,Minas Gerais,2.817,2.166
2012-02,2012,2,Norte,Para,2.824,2.359
2012-02,2012,2,Nordeste,Paraiba,2.607,2.148
2012-02,2012,2,Sul,Parana,2.672,1.963
2012-02,2012,2,Nordeste,Pernambuco,2.65,2.093
2012-02,2012,2,Nordeste,Piaui,2.57,2.263
2012-02,2012,2,Sudeste,Rio De Janeiro,2.846,2.257
2012-02,2012,2,Nordeste,Rio Grande Do Norte,2.695,2.205
2012-02,2012,2,Sul,Rio Grande Do Sul,2.766,2.412
2012-02,2012,2,Norte,Rondonia,2.969,2.442
2012-02,2012,2,Norte,Roraima,2.856,2.555
2012-02,2012,2,Sul,Santa Catarina,2.744,2.403
2012-02,2012,2,Sudeste,Sao Paulo,2.641,1.818
2012-02,2012,2,Nordeste,Sergipe,2.719,2.246
2012-02,2012,2,Norte,Tocantins,2.926,2.195
2012-03,2012,3,Norte,Acre,3.123,2.512
2012-03,2012,3,Nordeste,Alagoas,2.773,2.219
2012-03,2012,3,Norte,Amapa,2.706,2.314
2012-03,2012,3,Norte,Amazonas,2.886,2.37
2012-03,2012,3,Nordeste,Bahia,2.757,2.071
2012-03,2012,3,Nordeste,Ceara,2.769,2.14
2012-03,2012,3,Centro Oeste,Distrito Federal,2.846,2.213
2012-03,2012,3,Sudeste,Espirito Santo,2.811,2.43
2012-03,2012,3,Centro Oeste,Goias,2.824,1.975
2012-03,2012,3,Nordeste,Maranhao,2.585,2.19
2012-03,2012,3,Centro Oeste,Mato Grosso,2.976,2.145
