Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Regiao,Ano,Valor
2,2,1,1,Sim,Nao,Sim,Norte,2001,1100
2,2,1,1,Nao,Nao,Nao,Norte,2010,2850
3,2,1,1,Sim,Nao,Sim,Norte,2003,1400
2,2,1,1,Nao,Sim,Sim,Norte,2004,1500
2,2,1,1,Nao,Nao,Nao,Norte,2000,1200
3,2,1,1,Sim,Nao,Sim,Norte,2014,2300
3,2,1,2,Sim,Nao,Sim,Norte,2015,2600
2,2,1,1,Nao,Nao,Sim,Norte,2012,2200
1,2,1,1,Nao,Nao,Nao,Norte,2004,1500
2,2,1,1,Sim,Nao,Nao,Norte,2001,1100
2,2,1,1,Sim,Nao,Sim,Norte,2005,1700
3,2,1,2,Nao,Nao,Sim,Norte,2013,2800
3,2,1,2,Sim,Nao,Sim,Norte,2016,2700
3,2,1,1,Nao,Nao,Sim,Norte,2008,1700
2,2,1,1,Sim,Nao,Sim,Norte,2007,1700
2,2,1,1,Nao,Nao,Nao,Norte,2010,2220
2,2,1,1,Nao,Nao,Sim,Norte,2005,1700
3,2,1,2,Sim,Nao,Sim,Norte,2016,2990
3,3,1,2,Sim,Nao,Sim,Norte,2013,2990
3,2,1,1,Sim,Nao,Nao,Norte,1998,1100
2,2,1,2,Nao,Sim,Nao,Norte,2010,2000
3,2,1,1,Sim,Sim,Nao,Norte,2008,1600
3,2,1,1,Sim,Nao,Sim,Norte,2001,1100
2,2,1,1,Sim,Nao,Nao,Norte,2002,1100
2,2,1,1,Sim,Nao,Nao,Norte,2001,900
3,2,1,1,Sim,Nao,Nao,Norte,2001,1100
2,2,1,1,Sim,Sim,Sim,Norte,1998,1000
2,2,1,1,Nao,Nao,Nao,Norte,2005,1350
3,2,1,2,Nao,Nao,Sim,Norte,2016,3000
2,2,1,1,Nao,Nao,Nao,Norte,2004,1400
2,2,1,2,Nao,Nao,Sim,Norte,2009,2000
1,1,0,1,Nao,Sim,Sim,Norte,2008,2400
1,1,0,1,Nao,Sim,Sim,Norte,2012,2400
2,1,0,0,Nao,Nao,Nao,Norte,2002,1200
1,1,0,0,Nao,Nao,Nao,Norte,1998,850
1,1,0,0,Nao,Nao,Nao,Norte,2001,850
3,3,2,1,Nao,Nao,Sim,Norte,2015,2500
2,3,2,2,Nao,Nao,Nao,Norte,2011,2490
3,2,1,3,Nao,Nao,Sim,Norte,2010,2000
1,1,0,1,Nao,Nao,Sim,Norte,2001,1000
4,4,3,3,Nao,Nao,Sim,Norte,2012,2800
1,1,0,1,Sim,Nao,Sim,Norte,2010,2000
1,1,0,1,Nao,Nao,Nao,Norte,1998,900
1,1,0,1,Nao,Nao,Sim,Norte,2010,1700
1,1,0,1,Nao,Sim,Sim,Norte,2014,3000
1,1,0,1,Nao,Sim,Sim,Norte,2012,2500
1,2,1,1,Nao,Nao,Sim,Norte,2003,1200
1,1,0,2,Nao,Sim,Sim,Norte,2005,1788
3,2,1,2,Nao,Nao,Nao,Norte,2005,1400
3,3,2,1,Nao,Nao,Nao,Norte,2001,1400
3,2,1,1,Nao,Nao,Nao,Norte,2006,1700
1,2,1,1,Nao,Sim,Sim,Norte,2015,2500
4,4,3,4,Nao,Nao,Sim,Norte,2013,2900
3,2,1,1,Nao,Nao,Nao,Norte,2009,2000
2,2,1,1,Nao,Nao,Sim,Norte,2010,2400
3,1,0,1,Nao,Nao,Sim,Norte,2010,2840
1,1,0,1,Nao,Nao,Sim,Norte,2016,2700
3,2,1,3,Nao,Nao,Nao,Norte,2013,2300
3,3,2,2,Nao,Nao,Sim,Norte,2008,2000
1,2,1,1,Nao,Nao,Sim,Norte,2004,1300
1,1,0,1,Nao,Nao,Nao,Norte,2003,1200
1,1,0,1,Nao,Nao,Nao,Norte,1998,900
2,2,1,1,Nao,Nao,Nao,Norte,2005,1400
2,2,1,1,Nao,Nao,Nao,Norte,2001,1400
3,4,3,3,Nao,Nao,Nao,Norte,2016,3000
3,1,0,1,Nao,Nao,Nao,Norte,2005,1500
3,1,0,1,Nao,Nao,Nao,Norte,2011,1900
3,1,0,1,Nao,Nao,Sim,Norte,2005,1550
2,2,1,0,Nao,Nao,Sim,Norte,2009,2100
2,1,0,1,Nao,Nao,Nao,Norte,2006,1500
2,2,1,1,Nao,Nao,Sim,Norte,2004,1450
1,1,0,1,Nao,Nao,Nao,Norte,2001,1000
2,1,0,1,Nao,Nao,Nao,Norte,2008,1500
3,1,0,1,Nao,Nao,Nao,Norte,1998,900
2,1,0,1,Nao,Nao,Nao,Norte,2003,1100
3,2,1,1,Nao,Sim,Nao,Norte,2000,1370
3,2,1,2,Sim,Nao,Sim,Norte,2007,1900
3,2,1,1,Nao,Nao,Sim,Norte,2010,1750
3,2,1,3,Nao,Sim,Sim,Norte,2007,1750
2,2,1,1,Nao,Nao,Sim,Norte,2001,1400
3,1,0,1,Nao,Nao,Nao,Norte,2004,1500
3,2,1,1,Nao,Sim,Sim,Norte,2005,1500
3,2,1,2,Nao,Sim,Sim,Norte,2010,2450
2,1,0,1,Nao,Nao,Sim,Norte,2005,1300
3,1,0,1,Nao,Nao,Nao,Norte,2001,1200
2,1,0,1,Nao,Nao,Nao,Norte,1998,1000
3,2,1,2,Nao,Nao,Sim,Norte,2013,2800
2,1,0,0,Nao,Nao,Nao,Norte,2007,1500
3,1,0,1,Nao,Nao,Sim,Norte,2007,1600
2,1,0,1,Nao,Nao,Nao,Norte,1999,1200
3,2,1,2,Nao,Nao,Sim,Norte,2011,2990
3,1,0,1,Nao,Nao,Sim,Norte,2004,1200
2,2,1,1,Nao,Nao,Nao,Norte,2009,1975
2,1,0,1,Nao,Nao,Nao,Norte,1998,900
2,1,0,1,Nao,Sim,Sim,Norte,2004,1150
2,1,0,1,Nao,Nao,Nao,Norte,2003,1400
3,2,1,1,Nao,Nao,Sim,Norte,2012,1900
2,1,0,1,Sim,Nao,Sim,Norte,2002,1100
2,2,1,1,Sim,Nao,Sim,Norte,2005,1200
3,1,0,1,Nao,Nao,Nao,Norte,2006,1400
2,2,1,1,Sim,Nao,Nao,Oeste,2014,3000
3,4,1,2,Nao,Sim,Nao,Oeste,2015,3700
3,3,1,2,Sim,Sim,Nao,Oeste,2022,7300
3,2,1,1,Nao,Nao,Nao,Oeste,2010,2890
1,2,1,1,Nao,Nao,Sim,Oeste,2010,2500
1,2,1,2,Sim,Sim,Sim,Oeste,2021,5900
2,2,1,1,Sim,Nao,Nao,Oeste,2013,3500
2,2,1,1,Nao,Sim,Nao,Oeste,2021,6500
2,3,2,2,Sim,Nao,Sim,Oeste,2020,5100
3,3,1,2,Sim,Nao,Nao,Oeste,2018,5800
3,4,2,1,Sim,Nao,Nao,Oeste,2019,8000
4,3,1,3,Nao,Sim,Nao,Oeste,2020,8000
4,3,1,1,Sim,Nao,Sim,Oeste,2022,7500
1,3,1,2,Sim,Sim,Sim,Oeste,2020,6300
1,2,1,1,Sim,Sim,Sim,Oeste,2018,6900
1,2,1,1,Nao,Sim,Sim,Oeste,2018,3600
1,2,1,1,Nao,Nao,Sim,Oeste,2016,3000
3,3,1,2,Sim,Nao,Sim,Oeste,2022,10000
3,3,1,1,Sim,Nao,Nao,Oeste,2020,5000
3,3,1,2,Nao,Nao,Nao,Oeste,2022,10000
1,2,1,1,Sim,Nao,Sim,Oeste,2011,3000
3,3,1,1,Nao,Nao,Nao,Oeste,2017,4700
2,2,1,2,Sim,Sim,Sim,Oeste,2022,9500
2,3,1,2,Sim,Nao,Sim,Oeste,2020,6800
2,4,1,2,Sim,Nao,Sim,Oeste,2022,9500
2,3,1,1,Sim,Nao,Nao,Oeste,2016,4150
2,2,1,2,Nao,Sim,Nao,Oeste,2015,4000
1,2,1,1,Sim,Sim,Sim,Oeste,2015,3500
3,4,1,2,Sim,Nao,Sim,Oeste,2022,6000
2,2,1,1,Sim,Sim,Sim,Oeste,2014,3700
3,3,1,1,Sim,Nao,Nao,Oeste,2019,5500
4,4,2,3,Sim,Sim,Sim,Oeste,2022,10000
4,4,1,2,Nao,Nao,Nao,Oeste,2022,9000
3,3,1,1,Sim,Nao,Sim,Oeste,2020,5000
2,2,1,1,Sim,Nao,Nao,Oeste,2009,2000
3,5,3,3,Nao,Nao,Nao,Oeste,2018,6273
1,2,1,1,Sim,Sim,Sim,Oeste,2017,3700
2,2,1,1,Sim,Nao,Nao,Oeste,2012,3000
1,2,1,1,Sim,Sim,Sim,Oeste,2008,1800
3,3,1,1,Sim,Nao,Nao,Oeste,2019,5000
1,2,1,1,Nao,Sim,Sim,Oeste,2018,3800
3,2,1,1,Sim,Nao,Nao,Oeste,2011,2750
1,2,1,1,Sim,Sim,Nao,Oeste,2008,1850
1,2,1,1,Sim,Nao,Nao,Oeste,2016,3000
2,2,1,1,Sim,Nao,Nao,Oeste,2019,3800
1,2,1,1,Sim,Sim,Sim,Oeste,2020,4200
3,3,1,2,Sim,Nao,Nao,Oeste,2015,4000
2,2,1,1,Nao,Sim,Sim,Oeste,2015,3800
3,4,1,2,Nao,Sim,Nao,Oeste,2018,6500
2,2,1,1,Sim,Sim,Sim,Oeste,2014,4200
2,2,1,1,Sim,Sim,Nao,Oeste,2011,2400
3,2,1,1,Nao,Nao,Nao,Oeste,2017,3301
3,5,3,3,Sim,Nao,Sim,Oeste,2018,8000
2,2,1,2,Sim,Nao,Sim,Oeste,2018,3800
2,2,1,1,Sim,Sim,Nao,Oeste,2022,5800
3,2,1,1,Nao,Nao,Sim,Oeste,2020,5800
2,2,1,1,Sim,Nao,Nao,Oeste,2016,3500
2,4,1,2,Nao,Sim,Nao,Oeste,2021,7000
3,5,3,3,Sim,Nao,Sim,Oeste,2018,8000
2,2,1,1,Sim,Sim,Sim,Oeste,2018,3200
2,2,1,1,Sim,Sim,Sim,Oeste,2017,4200
4,5,2,3,Sim,Nao,Nao,Oeste,2011,3100
2,4,2,2,Nao,Nao,Sim,Oeste,2014,3000
2,2,1,2,Nao,Sim,Sim,Oeste,2014,2700
3,4,3,3,Nao,Nao,Sim,Oeste,2019,4000
2,3,2,1,Sim,Sim,Sim,Oeste,2010,2240
3,5,3,3,Sim,Sim,Sim,Oeste,2019,7000
4,6,4,6,Sim,Nao,Sim,Oeste,2016,3000
3,2,1,4,Sim,Nao,Sim,Oeste,2019,4000
1,2,1,2,Sim,Nao,Nao,Oeste,2009,2000
3,5,3,3,Sim,Nao,Sim,Oeste,2016,2900
2,2,1,1,Nao,Sim,Sim,Oeste,2006,1795
3,2,1,2,Sim,Sim,Sim,Oeste,2010,1700
4,6,4,4,Nao,Nao,Sim,Oeste,2021,8000
1,2,1,1,Sim,Nao,Sim,Oeste,2011,2000
4,4,3,3,Sim,Sim,Sim,Oeste,2015,4000
2,2,1,2,Sim,Nao,Sim,Oeste,2002,1100
2,2,1,2,Sim,Sim,Sim,Oeste,2018,3200
4,5,4,4,Nao,Nao,Sim,Oeste,2018,6000
4,4,2,5,Nao,Nao,Sim,Oeste,2007,2200
2,2,1,1,Sim,Nao,Nao,Oeste,2002,1200
2,3,2,4,Sim,Nao,Sim,Oeste,2006,1500
2,2,1,1,Sim,Sim,Sim,Oeste,2004,1500
2,2,1,2,Nao,Nao,Sim,Oeste,2008,2400
4,5,4,4,Sim,Nao,Sim,Oeste,2010,2000
1,2,1,1,Nao,Nao,Nao,Oeste,2002,1300
1,2,1,2,Sim,Sim,Sim,Oeste,2008,2000
1,2,1,2,Sim,Sim,Sim,Oeste,2004,1500
1,2,1,2,Nao,Sim,Sim,Oeste,2007,2000
2,3,2,2,Sim,Sim,Sim,Oeste,2011,2750
3,2,1,1,Sim,Nao,Nao,Oeste,2001,1200
1,2,1,1,Sim,Sim,Sim,Oeste,2004,1700
1,2,1,1,Sim,Nao,Sim,Oeste,2010,2000
2,2,1,2,Nao,Sim,Sim,Oeste,2010,2200
4,3,1,2,Nao,Nao,Sim,Oeste,2008,2200
2,3,2,2,Nao,Sim,Sim,Oeste,2009,2500
2,2,1,1,Sim,Nao,Sim,Oeste,2008,2000
2,2,1,1,Sim,Nao,Sim,Oeste,2005,1300
3,2,1,2,Sim,Nao,Sim,Oeste,2013,2400
2,2,1,1,Sim,Sim,Sim,Oeste,2014,2300
1,2,1,1,Nao,Nao,Nao,Oeste,2014,2350
2,2,1,1,Nao,Nao,Nao,Oeste,2007,2000
4,4,1,2,Sim,Nao,Sim,Oeste,2012,2800
3,2,1,2,Sim,Sim,Sim,Oeste,2011,2400
3,4,1,3,Sim,Nao,Sim,Oeste,2011,1800
3,2,1,1,Sim,Nao,Sim,Oeste,2005,1300
3,2,1,2,Sim,Nao,Sim,Oeste,2012,2300
3,4,3,4,Nao,Sim,Sim,Oeste,2019,10000
2,2,1,2,Sim,Nao,Sim,Oeste,2014,3500
3,5,3,3,Sim,Sim,Sim,Oeste,2019,5000
2,3,2,2,Nao,Nao,Nao,Oeste,2015,2800
2,2,1,1,Nao,Nao,Nao,Oeste,2003,1600
2,2,1,2,Nao,Nao,Nao,Oeste,2005,1400
3,2,1,2,Sim,Sim,Sim,Oeste,2008,2100
3,2,1,2,Sim,Nao,Sim,Oeste,2018,4000
3,2,1,1,Nao,Nao,Sim,Oeste,2010,2500
2,2,1,1,Sim,Nao,Sim,Oeste,2000,1000
4,4,2,3,Nao,Nao,Sim,Oeste,2017,4500
3,2,1,1,Nao,Nao,Nao,Oeste,2010,1800
3,2,1,2,Sim,Nao,Sim,Oeste,2007,2000
3,2,1,2,Sim,Nao,Sim,Oeste,2013,2500
4,5,2,2,Nao,Nao,Sim,Oeste,2013,3500
2,2,1,1,Nao,Nao,Nao,Oeste,2013,3000
3,6,3,2,Nao,Nao,Sim,Oeste,2015,3700
2,2,1,1,Sim,Nao,Sim,Oeste,2000,1300
3,2,1,3,Sim,Nao,Sim,Oeste,2008,1700
4,5,2,3,Sim,Nao,Sim,Oeste,2020,6000
3,2,1,1,Sim,Nao,Nao,Oeste,1998,1200
2,2,1,1,Sim,Nao,Sim,Oeste,2005,1450
2,2,1,1,Nao,Nao,Sim,Oeste,1998,1200
3,2,1,3,Sim,Nao,Sim,Oeste,2005,1800
3,2,1,2,Sim,Sim,Sim,Oeste,2013,3200
3,4,2,3,Sim,Nao,Sim,Oeste,2021,6000
3,2,1,2,Nao,Sim,Sim,Oeste,2019,5000
2,2,1,2,Sim,Sim,Sim,Oeste,2016,2600
3,4,1,3,Nao,Sim,Sim,Oeste,2017,5000
3,2,1,1,Nao,Nao,Nao,Oeste,2005,1800
3,2,1,1,Nao,Nao,Nao,Oeste,2011,1800
4,3,1,2,Sim,Nao,Sim,Oeste,2020,4500
3,3,2,3,Nao,Nao,Sim,Oeste,2022,5500
3,2,1,1,Nao,Nao,Nao,Oeste,2004,1750
3,2,1,1,Nao,Nao,Nao,Oeste,2004,1700
2,2,1,1,Nao,Nao,Nao,Oeste,2011,2150
3,4,1,2,Nao,Nao,Sim,Oeste,2018,4000
3,2,1,1,Nao,Nao,Nao,Oeste,2012,3000
3,2,1,1,Nao,Nao,Nao,Oeste,2010,2200
3,3,1,2,Nao,Nao,Sim,Oeste,2017,5000
3,2,1,1,Nao,Nao,Nao,Oeste,2013,3000
3,3,1,2,Sim,Nao,Sim,Oeste,2017,5500
2,2,1,1,Nao,Nao,Nao,Oeste,2016,2900
1,2,1,1,Sim,Sim,Sim,Oeste,2018,3500
3,2,1,2,Nao,Nao,Sim,Oeste,2010,2800
3,2,1,1,Nao,Nao,Nao,Oeste,2005,1850
3,2,1,1,Sim,Nao,Nao,Oeste,2012,3000
3,3,1,1,Nao,Nao,Nao,Oeste,2015,2750
3,3,1,2,Nao,Nao,Nao,Oeste,2022,5500
3,3,1,2,Sim,Nao,Sim,Oeste,2017,3300
3,2,1,1,Sim,Nao,Nao,Oeste,2005,1800
3,2,1,1,Nao,Nao,Nao,Oeste,2004,1700
3,3,1,2,Sim,Nao,Sim,Oeste,2013,3200
1,2,1,1,Nao,Nao,Sim,Oeste,2019,4400
3,3,1,2,Sim,Nao,Sim,Oeste,2019,4500
3,2,1,1,Nao,Nao,Nao,Oeste,2012,2900
2,2,1,1,Sim,Nao,Nao,Oeste,2011,2000
3,2,1,2,Sim,Nao,Sim,Oeste,2006,2000
3,2,1,2,Nao,Nao,Sim,Oeste,2007,2000
2,2,1,1,Sim,Nao,Sim,Oeste,1998,1150
3,2,1,1,Nao,Nao,Sim,Oeste,2008,2100
3,3,1,2,Nao,Nao,Sim,Oeste,2012,2800
3,2,1,1,Nao,Nao,Nao,Oeste,2003,1300
2,2,1,2,Sim,Nao,Sim,Oeste,2016,2800
3,5,3,3,Sim,Nao,Sim,Oeste,2021,5000
2,2,1,1,Sim,Sim,Nao,Oeste,1999,1000
2,2,1,2,Sim,Nao,Sim,Oeste,2013,2200
2,2,1,1,Nao,Nao,Nao,Oeste,2006,1400
2,2,1,1,Sim,Sim,Nao,Oeste,2002,1300
2,2,1,2,Sim,Nao,Sim,Oeste,2011,2500
2,2,1,1,Nao,Nao,Nao,Oeste,2000,1200
2,2,1,1,Sim,Nao,Sim,Oeste,2007,1800
3,2,1,2,Nao,Nao,Sim,Oeste,2006,1700
3,2,1,1,Sim,Sim,Sim,Oeste,2013,2100
3,3,1,2,Nao,Nao,Sim,Oeste,2002,1500
3,2,1,1,Sim,Nao,Nao,Oeste,2012,2000
2,2,1,1,Nao,Nao,Sim,Oeste,2008,1750
2,2,1,1,Sim,Sim,Nao,Oeste,2002,1300
2,2,1,1,Nao,Nao,Sim,Oeste,2001,1350
2,2,1,1,Sim,Nao,Sim,Oeste,2010,1750
3,2,1,2,Nao,Nao,Nao,Oeste,2008,1900
2,2,1,1,Nao,Nao,Nao,Oeste,2007,1500
2,2,1,1,Sim,Nao,Sim,Oeste,2000,1100
2,2,1,2,Nao,Nao,Sim,Oeste,2003,1200
2,2,1,1,Sim,Nao,Sim,Oeste,2011,1850
2,2,1,1,Sim,Nao,Nao,Oeste,2005,1400
2,2,1,1,Sim,Nao,Sim,Oeste,2002,1015
2,2,1,1,Nao,Nao,Nao,Oeste,2006,1400
2,2,1,2,Sim,Sim,Sim,Oeste,2011,2300
3,2,1,1,Sim,Nao,Sim,Oeste,2007,1700
3,2,1,1,Nao,Nao,Nao,Oeste,2003,1200
4,5,3,3,Sim,Nao,Sim,Oeste,2019,5500
3,2,1,1,Nao,Sim,Sim,Oeste,2011,2200
2,2,1,1,Nao,Nao,Nao,Oeste,1999,1300
3,2,1,1,Nao,Nao,Sim,Oeste,2006,1800
3,2,1,1,Sim,Nao,Sim,Oeste,2004,1400
3,2,1,1,Nao,Sim,Nao,Oeste,2002,1400
3,2,1,1,Nao,Nao,Nao,Oeste,2005,1900
4,5,4,3,Sim,Nao,Sim,Oeste,2022,5500
2,2,1,1,Nao,Nao,Nao,Oeste,1998,1100
2,2,1,1,Sim,Nao,Sim,Oeste,2005,1800
1,2,1,1,Nao,Nao,Sim,Oeste,2004,1300
2,2,1,1,Nao,Nao,Sim,Oeste,2000,1200
2,2,1,1,Nao,Nao,Sim,Oeste,2004,1400
2,2,1,1,Nao,Sim,Sim,Oeste,2004,1700
2,2,1,1,Sim,Nao,Sim,Oeste,2008,2200
2,2,1,1,Nao,Nao,Nao,Oeste,2002,1300
2,2,1,1,Nao,Nao,Sim,Oeste,2000,1200
2,2,1,1,Nao,Nao,Sim,Oeste,2007,1500
2,2,1,1,Sim,Nao,Sim,Oeste,2010,1700
3,2,1,1,Sim,Nao,Nao,Oeste,2004,1400
3,5,3,2,Sim,Nao,Sim,Oeste,2022,5000
2,2,1,1,Nao,Nao,Nao,Oeste,1999,1300
3,2,1,1,Sim,Nao,Nao,Oeste,2008,2000
1,2,1,1,Nao,Nao,Sim,Oeste,1999,1200
2,2,1,1,Sim,Nao,Sim,Oeste,1998,1000
3,2,1,2,Nao,Nao,Sim,Oeste,2006,1700
2,2,1,1,Nao,Nao,Nao,Oeste,2011,2200
2,2,1,2,Nao,Nao,Nao,Oeste,2009,2100
2,2,1,1,Sim,Nao,Sim,Oeste,2004,1500
2,2,1,1,Nao,Sim,Sim,Oeste,2006,1550
2,2,1,1,Sim,Nao,Sim,Oeste,2004,1600
2,2,1,2,Sim,Nao,Sim,Oeste,2008,1900
2,2,1,1,Nao,Nao,Nao,Oeste,2004,1400
2,2,1,1,Nao,Nao,Sim,Oeste,1998,1100
2,2,1,1,Nao,Nao,Nao,Oeste,2004,1400
2,2,1,1,Nao,Sim,Nao,Oeste,2004,1300
2,3,1,2,Sim,Nao,Sim,Oeste,2018,4000
2,2,1,1,Sim,Nao,Nao,Oeste,2008,1500
2,2,1,1,Nao,Sim,Sim,Oeste,2005,1850
2,2,1,1,Nao,Nao,Nao,Oeste,2004,1200
3,4,1,2,Sim,Nao,Nao,Oeste,2019,3500
3,2,1,2,Sim,Nao,Sim,Oeste,2015,2700
2,2,1,1,Sim,Nao,Nao,Oeste,2008,2150
1,2,1,1,Nao,Nao,Nao,Oeste,2003,1500
3,3,1,1,Sim,Nao,Nao,Oeste,2009,2000
2,2,1,2,Nao,Nao,Nao,Oeste,2012,2600
4,5,3,3,Sim,Nao,Sim,Oeste,2022,6000
4,3,2,3,Sim,Nao,Sim,Oeste,2021,6500
2,2,1,1,Nao,Nao,Sim,Oeste,2007,2000
4,5,2,2,Sim,Nao,Sim,Oeste,2019,3600
2,2,1,2,Nao,Sim,Nao,Oeste,2017,4500
2,2,1,2,Sim,Nao,Sim,Oeste,2014,2800
3,3,1,1,Nao,Nao,Nao,Oeste,2008,2000
2,2,1,1,Nao,Nao,Nao,Oeste,2005,1600
1,2,1,1,Nao,Nao,Nao,Oeste,2003,1500
1,2,1,1,Nao,Sim,Sim,Oeste,2009,2200
2,2,1,1,Nao,Nao,Nao,Oeste,2009,1700
3,2,1,3,Sim,Nao,Sim,Oeste,2008,2322
2,2,1,1,Sim,Nao,Sim,Oeste,2012,2600
2,2,1,2,Sim,Nao,Sim,Oeste,2010,2600
2,2,1,2,Nao,Nao,Nao,Oeste,2018,3200
3,4,1,2,Sim,Nao,Sim,Oeste,2018,4000
2,2,1,2,Nao,Sim,Sim,Oeste,2017,4000
2,2,1,1,Sim,Nao,Nao,Oeste,2009,2200
3,5,3,3,Nao,Nao,Sim,Oeste,2022,8000
2,2,1,1,Sim,Nao,Nao,Oeste,2012,2500
3,2,1,1,Nao,Nao,Sim,Oeste,2014,2500
3,2,1,1,Nao,Nao,Nao,Oeste,2009,1800
3,4,3,2,Nao,Nao,Nao,Oeste,2021,4900
2,2,1,1,Nao,Nao,Nao,Oeste,2006,1500
2,2,1,2,Sim,Nao,Nao,Oeste,2011,2500
2,2,1,1,Nao,Nao,Nao,Oeste,2009,2600
3,3,1,2,Sim,Nao,Sim,Oeste,2016,3700
3,3,1,1,Nao,Nao,Nao,Oeste,2007,1800
2,3,1,2,Sim,Sim,Sim,Oeste,2015,2850
3,4,1,2,Sim,Nao,Nao,Oeste,2016,2700
3,4,1,2,Sim,Nao,Sim,Oeste,2016,5000
3,3,1,2,Sim,Nao,Sim,Oeste,2019,3500
3,4,3,3,Nao,Nao,Sim,Oeste,2019,4700
2,2,1,2,Sim,Nao,Sim,Oeste,2018,3400
2,3,1,2,Sim,Sim,Sim,Oeste,2018,4200
1,2,1,1,Sim,Nao,Sim,Oeste,2013,2500
2,2,1,2,Sim,Nao,Sim,Oeste,2017,3500
3,3,1,2,Nao,Nao,Nao,Oeste,2013,2600
2,2,1,1,Sim,Sim,Nao,Oeste,2009,2300
2,2,1,2,Sim,Sim,Sim,Oeste,2011,2400
2,2,1,1,Sim,Nao,Nao,Oeste,2004,1500
3,2,1,1,Nao,Nao,Nao,Oeste,2012,2200
2,2,1,2,Sim,Nao,Sim,Oeste,2013,3500
3,5,2,3,Sim,Nao,Sim,Oeste,2021,4300
3,3,1,2,Sim,Nao,Nao,Oeste,2014,3200
3,3,1,1,Nao,Nao,Nao,Oeste,2015,2600
3,2,1,2,Sim,Nao,Nao,Oeste,2016,4000
3,3,1,2,Sim,Nao,Sim,Oeste,2019,4500
3,4,2,2,Nao,Nao,Sim,Oeste,2012,3500
3,5,3,3,Sim,Nao,Sim,Oeste,2020,6900
2,2,1,1,Sim,Sim,Sim,Oeste,2009,2500
2,4,3,2,Sim,Sim,Sim,Oeste,2013,2850
3,3,1,2,Sim,Nao,Sim,Oeste,2013,3600
2,2,1,1,Sim,Sim,Sim,Oeste,2014,2917
3,3,1,2,Nao,Nao,Sim,Oeste,2015,3900
2,3,1,2,Nao,Sim,Nao,Oeste,2015,3850
3,3,1,2,Sim,Sim,Sim,Oeste,2022,7500
1,2,1,1,Sim,Sim,Sim,Oeste,2019,4000
3,3,1,1,Sim,Nao,Sim,Oeste,2021,5500
3,4,3,2,Sim,Nao,Sim,Oeste,2020,7500
1,2,1,2,Nao,Sim,Sim,Oeste,2019,4500
4,3,1,2,Sim,Nao,Nao,Oeste,2017,4200
3,2,1,2,Nao,Nao,Nao,Oeste,2020,5000
3,2,1,2,Nao,Nao,Sim,Oeste,2013,3800
1,2,1,1,Sim,Sim,Sim,Oeste,2017,4000
2,3,1,1,Sim,Nao,Sim,Oeste,2017,3500
3,5,3,2,Sim,Sim,Sim,Oeste,2019,9900
2,2,1,1,Sim,Nao,Sim,Oeste,2022,5500
1,2,1,2,Nao,Nao,Sim,Oeste,2015,3700
1,2,1,1,Sim,Sim,Sim,Oeste,2014,3080
1,2,1,1,Sim,Nao,Sim,Oeste,2012,2500
3,3,1,1,Sim,Nao,Nao,Oeste,2011,3000
3,5,3,3,Nao,Nao,Sim,Oeste,2020,10000
1,2,1,1,Sim,Sim,Sim,Oeste,2013,3200
1,2,1,1,Nao,Sim,Sim,Oeste,2022,5000
2,2,1,2,Nao,Nao,Nao,Oeste,2016,3700
2,2,1,1,Sim,Sim,Nao,Oeste,2018,4500
2,2,1,1,Nao,Sim,Nao,Oeste,2009,2500
3,3,1,2,Sim,Nao,Sim,Oeste,2019,4300
2,2,1,1,Sim,Nao,Nao,Oeste,2012,3000
3,3,1,1,Nao,Nao,Nao,Oeste,2016,3000
2,2,1,1,Nao,Nao,Nao,Oeste,2010,2400
1,2,1,2,Sim,Nao,Nao,Oeste,2011,2399
1,2,1,1,Nao,Nao,Nao,Oeste,2021,6500
2,2,1,1,Sim,Nao,Sim,Oeste,2020,4400
2,3,1,2,Nao,Nao,Nao,Oeste,2013,3300
2,3,2,2,Nao,Nao,Nao,Oeste,2022,7100
3,2,1,1,Sim,Nao,Sim,Oeste,2017,4000
2,2,1,3,Sim,Sim,Sim,Oeste,2017,4800
3,2,1,2,Sim,Nao,Sim,Oeste,2022,7000
2,3,2,2,Nao,Sim,Sim,Oeste,2018,6700
2,2,1,1,Nao,Nao,Nao,Oeste,2015,3100
3,2,1,1,Nao,Nao,Nao,Oeste,2005,1600
2,2,1,1,Sim,Sim,Sim,Oeste,2014,3000
2,2,1,1,Nao,Nao,Nao,Oeste,2002,1400
2,2,1,1,Nao,Nao,Nao,Oeste,1998,1000
2,2,1,1,Nao,Nao,Nao,Oeste,1998,800
2,2,1,1,Sim,Nao,Sim,Oeste,2004,1150
3,2,1,1,Sim,Sim,Sim,Oeste,2005,1700
3,2,1,2,Sim,Sim,Sim,Oeste,2018,6000
3,2,1,1,Nao,Nao,Nao,Oeste,2000,1200
2,2,1,1,Sim,Nao,Nao,Oeste,2006,2000
2,2,1,1,Nao,Nao,Nao,Oeste,2006,1300
2,2,1,1,Sim,Nao,Nao,Oeste,2006,1400
2,2,1,1,Nao,Nao,Nao,Oeste,1998,1150
3,5,3,2,Sim,Sim,Sim,Oeste,2016,3500
2,2,1,1,Nao,Nao,Nao,Oeste,2004,1500
2,2,1,1,Sim,Nao,Nao,Oeste,1998,1000
2,2,1,1,Nao,Nao,Nao,Oeste,2004,1250
