Estado_civil,Imigrante,Sexo_biologico,Idade_matricula,Estrangeiro,Necessidades_educacionais_especiais,Devedor,Taxas_matricula_em_dia,Bolsista,Taxa_desemprego,Taxa_inflacao,PIB,Curso,Periodo,Qualificacao_previa,disciplinas_primeiro_semestre_notas,disciplinas_segundo_semestre_notas,Situacao
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem,Diurno,Educação secundária,13.457142857142856,15.125,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Enfermagem,Diurno,Educação secundária,13.44285714285714,13.44285714285714,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Serviço Social,Diurno,Educação secundária,11.0,10.833333333333334,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,15.5,2.8,-4.06,Serviço Social,Diurno,Educação secundária,11.333333333333334,12.285714285714286,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Jornalismo e Comunicação,Diurno,Educação secundária,10.0,0.0,Desistente
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Enfermagem,Diurno,Educação secundária,13.44,13.066666666666668,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Odontologia,Diurno,Educação secundária,12.214285714285714,14.0625,Graduado
Solteiro,Sim,Feminino,19,Sim,Não,Não,Sim,Sim,11.1,0.6,2.02,Design de Comunicação,Diurno,Educação secundária,14.166666666666666,13.5,Graduado
Solteiro,Não,Feminino,24,Não,Não,Sim,Sim,Sim,8.9,1.4,3.51,Agronomia,Diurno,Curso técnico superior profissional,12.846153846153848,12.636363636363637,Graduado
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,13.0,12.0,Matriculado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Sim,9.4,-0.8,-3.12,Gestão,Diurno,Educação secundária,12.8,11.25,Graduado
Solteiro,Não,Feminino,20,Não,Não,Sim,Não,Não,16.2,0.3,-0.92,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,13.0,12.0,Desistente
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Enfermagem,Diurno,Educação secundária,13.371428571428572,13.666666666666666,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,10.8,1.4,1.74,Odontologia,Diurno,Educação secundária,13.385714285714286,13.3875,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Enfermagem,Diurno,Educação secundária,13.328571428571427,13.328571428571427,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Enfermagem Veterinária,Diurno,Educação secundária,14.0,11.0,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão,Diurno,Educação secundária,12.6,13.2,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,15.5,2.8,-4.06,Educação Básica,Diurno,Educação secundária,14.0,15.0,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,8.9,1.4,3.51,Turismo,Diurno,Educação secundária,13.428571428571429,12.666666666666666,Graduado
Solteiro,Sim,Feminino,17,Não,Sim,Não,Sim,Sim,15.5,2.8,-4.06,Design de Comunicação,Diurno,Educação secundária,13.0,12.5,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Educação Básica,Diurno,Educação secundária,12.666666666666666,11.0,Matriculado
Solteiro,Sim,Masculino,23,Não,Não,Não,Não,Não,9.4,-0.8,-3.12,Gestão,Diurno,Educação secundária,10.0,12.333333333333334,Desistente
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão de Publicidade e Marketing,Diurno,Educação secundária,12.833333333333334,11.77777777777778,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Enfermagem,Diurno,Educação secundária,12.916666666666666,12.916666666666666,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Gestão de Publicidade e Marketing,Diurno,Educação secundária,13.285714285714286,13.8,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,10.8,1.4,1.74,Enfermagem Veterinária,Diurno,Educação secundária,14.6,13.8,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Serviço Social,Diurno,Educação secundária,14.0,13.666666666666666,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Serviço Social,Diurno,Educação secundária,14.142857142857142,15.0,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Serviço Social,Diurno,Educação secundária,11.666666666666666,12.333333333333334,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Enfermagem,Diurno,Educação secundária,14.3775,14.3775,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem,Diurno,Educação secundária,12.5,13.042857142857144,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,7.6,2.6,0.32,Enfermagem,Diurno,Educação secundária,14.15,14.15,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,12.7,3.7,-1.7,Enfermagem,Diurno,Educação secundária,12.471428571428572,12.471428571428572,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Enfermagem,Diurno,Educação secundária,14.15,14.15,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Enfermagem,Diurno,Educação secundária,14.072222222222225,14.0475,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Jornalismo e Comunicação,Diurno,Educação secundária,14.857142857142858,14.666666666666666,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Jornalismo e Comunicação,Diurno,Educação secundária,14.285714285714286,13.166666666666666,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Não,Não,12.7,3.7,-1.7,Jornalismo e Comunicação,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Feminino,30,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Serviço Social (noturno),Noturno,Educação superior - licenciatura,0.0,0.0,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Zootecnia,Diurno,Educação secundária,15.0,15.166666666666666,Desistente
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Sim,7.6,2.6,0.32,Enfermagem,Diurno,Educação secundária,12.633333333333333,12.633333333333333,Graduado
Solteiro,Não,Feminino,25,Não,Não,Sim,Não,Não,9.4,-0.8,-3.12,Gestão de Publicidade e Marketing,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,11.2,12.6,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Enfermagem,Diurno,Educação secundária,14.233333333333334,14.233333333333334,Graduado
União Estável,Sim,Feminino,21,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Enfermagem Veterinária,Diurno,Educação secundária,12.2,11.333333333333334,Matriculado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Enfermagem,Diurno,Educação secundária,15.7,15.7,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Enfermagem,Diurno,Educação secundária,15.2,15.2,Graduado
Solteiro,Sim,Feminino,29,Não,Não,Não,Não,Não,12.7,3.7,-1.7,Educação Básica,Diurno,Educação secundária,16.333333333333332,15.6,Desistente
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Zootecnia,Diurno,Educação secundária,12.5625,12.857142857142858,Graduado
Solteiro,Não,Feminino,26,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem,Diurno,Educação superior - licenciatura,0.0,0.0,Desistente
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Serviço Social,Diurno,Educação secundária,12.4,12.0,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,9.4,-0.8,-3.12,Enfermagem,Diurno,Educação secundária,13.78125,13.78125,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Sim,Sim,Não,16.2,0.3,-0.92,Turismo,Diurno,Educação secundária,12.166666666666666,11.666666666666666,Desistente
Solteiro,Não,Feminino,21,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Jornalismo e Comunicação,Diurno,Educação secundária,11.8,11.833333333333334,Matriculado
Solteiro,Não,Feminino,20,Não,Não,Sim,Sim,Não,16.2,0.3,-0.92,Serviço Social (noturno),Noturno,Educação secundária,10.8,12.0,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,15.5,2.8,-4.06,Enfermagem,Diurno,Educação secundária,13.26,14.28625,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Não,Não,7.6,2.6,0.32,Jornalismo e Comunicação,Diurno,Educação secundária,12.0,10.666666666666666,Desistente
Solteiro,Não,Feminino,20,Não,Sim,Não,Sim,Sim,16.2,0.3,-0.92,Serviço Social,Diurno,Educação secundária,11.875,14.428571428571429,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Enfermagem,Diurno,Educação secundária,12.16,13.4,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Design de Comunicação,Diurno,Educação secundária,15.0,12.5,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Jornalismo e Comunicação,Diurno,Educação secundária,13.333333333333334,13.2,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Enfermagem Veterinária,Diurno,Educação secundária,11.5,11.8,Matriculado
Solteiro,Sim,Feminino,22,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,14.428571428571429,13.0,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,13.0,15.333333333333334,Matriculado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Agronomia,Diurno,Educação secundária,15.0,14.333333333333334,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Odontologia,Diurno,Educação secundária,15.155555555555557,16.8,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Sim,Sim,Não,11.1,0.6,2.02,Serviço Social,Diurno,Educação secundária,10.666666666666666,11.857142857142858,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Educação Básica,Diurno,Educação secundária,11.0,11.25,Desistente
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Serviço Social,Diurno,Educação secundária,12.285714285714286,12.0,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Enfermagem,Diurno,Educação secundária,12.82875,12.82875,Desistente
Solteiro,Sim,Feminino,18,Sim,Não,Não,Sim,Não,7.6,2.6,0.32,Jornalismo e Comunicação,Diurno,Educação secundária,12.666666666666666,14.4,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Matriculado
Solteiro,Sim,Feminino,21,Não,Não,Sim,Não,Sim,15.5,2.8,-4.06,Enfermagem Veterinária,Diurno,Educação secundária,13.0,0.0,Desistente
Solteiro,Não,Feminino,19,Não,Não,Sim,Sim,Não,13.9,-0.3,0.79,Gestão,Diurno,Educação secundária,10.875,12.4,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,9.4,-0.8,-3.12,Gestão,Diurno,Educação secundária,12.8,11.6,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Serviço Social,Diurno,Educação secundária,11.285714285714286,0.0,Desistente
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,10.8,1.4,1.74,Turismo,Diurno,Educação secundária,0.0,10.0,Desistente
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Enfermagem,Diurno,Educação secundária,13.766666666666666,13.744444444444444,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Não,Não,9.4,-0.8,-3.12,Enfermagem,Diurno,Educação secundária,12.758333333333333,12.758333333333333,Desistente
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,11.1,0.6,2.02,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Design de Comunicação,Diurno,Educação secundária,12.666666666666666,13.25,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Enfermagem Veterinária,Diurno,Educação secundária,12.0,12.75,Matriculado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Serviço Social,Diurno,Educação secundária,12.25,12.0,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Gestão,Diurno,Educação secundária,11.333333333333334,12.2,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Enfermagem,Diurno,Educação secundária,13.507142857142856,13.05,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Enfermagem,Diurno,Educação secundária,13.614285714285714,13.614285714285714,Graduado
Solteiro,Não,Feminino,25,Não,Não,Sim,Sim,Não,15.5,2.8,-4.06,Turismo,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Não,Não,7.6,2.6,0.32,Design de Comunicação,Diurno,Educação secundária,11.5,12.166666666666666,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Jornalismo e Comunicação,Diurno,Educação secundária,12.333333333333334,12.5,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,15.5,2.8,-4.06,Odontologia,Diurno,Educação secundária,11.971428571428572,14.4375,Graduado
Solteiro,Não,Feminino,20,Não,Não,Sim,Não,Sim,9.4,-0.8,-3.12,Gestão,Diurno,Educação secundária,13.0,11.5,Desistente
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem,Diurno,Educação secundária,12.385714285714286,12.728571428571428,Matriculado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Enfermagem Veterinária,Diurno,Educação secundária,13.5,11.285714285714286,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Serviço Social,Diurno,Educação secundária,12.166666666666666,13.285714285714286,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Casado,Não,Feminino,42,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Serviço Social (noturno),Noturno,Outro - 11º ano de escolaridade,11.666666666666666,13.666666666666666,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Sim,Não,Não,8.9,1.4,3.51,Zootecnia,Diurno,Educação secundária,12.4,14.166666666666666,Matriculado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,15.5,2.8,-4.06,Design de Comunicação,Diurno,Educação secundária,13.4,12.833333333333334,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Turismo,Diurno,Educação secundária,12.0,12.5,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Enfermagem Veterinária,Diurno,Educação secundária,14.2,14.8,Graduado
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Serviço Social,Diurno,Educação secundária,12.125,14.428571428571429,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Educação Básica,Diurno,Educação secundária,13.857142857142858,13.285714285714286,Graduado
Solteiro,Sim,Feminino,21,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,11.75,12.333333333333334,Matriculado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Enfermagem,Diurno,Educação secundária,14.283333333333337,13.125555555555556,Graduado
Solteiro,Não,Feminino,21,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Serviço Social,Diurno,Educação secundária,13.272727272727272,13.0,Graduado
Solteiro,Sim,Feminino,19,Não,Sim,Não,Sim,Não,8.9,1.4,3.51,Design de Comunicação,Diurno,Educação secundária,14.666666666666666,15.142857142857142,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,15.5,2.8,-4.06,Enfermagem,Diurno,Educação secundária,15.114999999999998,15.092,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Matriculado
Solteiro,Sim,Feminino,22,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,15.0,13.142857142857142,Graduado
Solteiro,Não,Feminino,21,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Educação Básica,Diurno,Educação secundária,13.2,14.333333333333334,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,7.6,2.6,0.32,Turismo,Diurno,Educação secundária,11.0,10.333333333333334,Desistente
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Sim,10.8,1.4,1.74,Enfermagem,Diurno,Educação secundária,14.565714285714288,14.565714285714288,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Sim,Não,Não,7.6,2.6,0.32,Gestão de Publicidade e Marketing,Diurno,Educação secundária,12.0,10.75,Desistente
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Não,8.9,1.4,3.51,Serviço Social,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Feminino,23,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Enfermagem,Diurno,Educação secundária,13.796666666666669,13.775,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Jornalismo e Comunicação,Diurno,Educação secundária,14.833333333333334,15.333333333333334,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,12.4,0.5,1.79,Serviço Social,Diurno,Curso de especialização tecnológica,12.833333333333334,13.833333333333334,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,10.8,1.4,1.74,Enfermagem,Diurno,Educação secundária,14.962857142857144,14.962857142857144,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Gestão,Diurno,Educação secundária,12.0,11.2,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Enfermagem,Diurno,Educação secundária,12.4,12.8,Graduado
Solteiro,Sim,Feminino,20,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Gestão de Publicidade e Marketing,Diurno,Educação secundária,15.571428571428571,17.166666666666668,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Enfermagem,Diurno,Educação secundária,13.714285714285714,13.714285714285714,Graduado
Solteiro,Não,Feminino,21,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Enfermagem Veterinária,Diurno,Curso de especialização tecnológica,13.142857142857142,12.166666666666666,Graduado
Casado,Não,Feminino,33,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Design de Comunicação,Diurno,Educação superior - mestrado (2º ciclo),15.0,11.0,Graduado
Solteiro,Não,Feminino,24,Não,Não,Sim,Não,Não,7.6,2.6,0.32,Enfermagem Veterinária,Diurno,Educação secundária,13.0,0.0,Desistente
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Serviço Social,Diurno,Educação secundária,12.0,12.75,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Design de Comunicação,Diurno,Educação secundária,15.166666666666666,14.166666666666666,Graduado
Solteiro,Não,Feminino,29,Não,Não,Sim,Sim,Não,7.6,2.6,0.32,Serviço Social (noturno),Noturno,Frequência de educação superior,12.0,10.5,Desistente
Solteiro,Não,Feminino,18,Não,Sim,Não,Sim,Não,16.2,0.3,-0.92,Enfermagem,Diurno,Educação secundária,13.642857142857142,14.772727272727272,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Jornalismo e Comunicação,Diurno,Educação secundária,12.666666666666666,12.714285714285714,Graduado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Serviço Social,Diurno,Educação secundária,10.8,10.5,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,16.2,0.3,-0.92,Enfermagem,Diurno,Educação secundária,14.25,13.063636363636364,Graduado
Solteiro,Não,Feminino,20,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Educação Básica,Diurno,Educação secundária,12.153846153846152,12.9,Desistente
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Serviço Social,Diurno,Educação secundária,11.5,10.5,Matriculado
Solteiro,Sim,Feminino,19,Não,Não,Não,Sim,Sim,9.4,-0.8,-3.12,Turismo,Diurno,Educação secundária,12.25,12.333333333333334,Graduado
Solteiro,Não,Feminino,18,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Design de Comunicação,Diurno,Educação secundária,12.0,11.142857142857142,Matriculado
Solteiro,Sim,Feminino,18,Não,Não,Não,Sim,Sim,9.4,-0.8,-3.12,Enfermagem,Diurno,Educação secundária,13.40375,13.40375,Graduado
Solteiro,Não,Feminino,19,Não,Não,Não,Sim,Sim,9.4,-0.8,-3.12,Turismo,Diurno,Educação secundária,11.333333333333334,12.666666666666666,Graduado
Solteiro,Não,Masculino,20,Não,Não,Sim,Sim,Não,12.7,3.7,-1.7,Jornalismo e Comunicação,Diurno,Educação secundária,12.2,12.333333333333334,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Sim,7.6,2.6,0.32,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Matriculado
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Enfermagem,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,35,Não,Não,Sim,Não,Não,8.9,1.4,3.51,Agronomia,Diurno,Educação secundária,16.166666666666668,16.0,Desistente
Solteiro,Não,Masculino,18,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Engenharia da computação,Diurno,Educação secundária,11.0,11.0,Matriculado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Sim,13.9,-0.3,0.79,Animação e Design Multimídia,Diurno,Educação secundária,0.0,0.0,Graduado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Sim,15.5,2.8,-4.06,Jornalismo e Comunicação,Diurno,Educação secundária,12.0,12.285714285714286,Matriculado
Solteiro,Sim,Masculino,20,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Gestão,Diurno,Educação secundária,10.5,12.25,Matriculado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,13.9,-0.3,0.79,Design de Comunicação,Diurno,Educação secundária,11.666666666666666,10.333333333333334,Matriculado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Gestão,Diurno,Educação secundária,11.0,10.0,Desistente
Solteiro,Não,Masculino,24,Não,Não,Não,Sim,Não,11.1,0.6,2.02,Odontologia,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,29,Não,Não,Sim,Não,Não,12.4,0.5,1.79,Serviço Social (noturno),Noturno,Educação secundária,12.5,0.0,Desistente
Solteiro,Não,Masculino,24,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Enfermagem,Diurno,Educação secundária,11.294444444444444,12.6,Graduado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,15.5,2.8,-4.06,Turismo,Diurno,Educação secundária,11.2,12.5,Graduado
Casado,Sim,Masculino,37,Não,Não,Não,Sim,Não,7.6,2.6,0.32,Animação e Design Multimídia,Diurno,Educação superior - licenciatura,0.0,0.0,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Design de Comunicação,Diurno,Educação secundária,13.2,11.8,Graduado
Solteiro,Não,Masculino,20,Não,Não,Não,Sim,Sim,12.4,0.5,1.79,Engenharia da computação,Diurno,Curso de especialização tecnológica,14.142857142857142,14.125,Matriculado
Solteiro,Sim,Masculino,18,Não,Não,Não,Não,Não,11.1,0.6,2.02,Gestão,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Não,Masculino,22,Não,Não,Não,Sim,Não,16.2,0.3,-0.92,Gestão,Diurno,Educação secundária,0.0,13.333333333333334,Matriculado
Solteiro,Sim,Masculino,22,Não,Não,Não,Sim,Sim,10.8,1.4,1.74,Gestão,Diurno,Educação secundária,12.333333333333334,10.571428571428571,Matriculado
Solteiro,Sim,Masculino,18,Não,Não,Sim,Não,Não,11.1,0.6,2.02,Jornalismo e Comunicação,Diurno,Educação secundária,0.0,0.0,Desistente
Solteiro,Sim,Masculino,18,Não,Não,Não,Sim,Não,12.7,3.7,-1.7,Enfermagem,Diurno,Educação secundária,13.1,13.1,Graduado
Solteiro,Sim,Masculino,19,Não,Não,Não,Sim,Não,9.4,-0.8,-3.12,Design de Comunicação,Diurno,Educação secundária,13.5,13.166666666666666,Graduado
Solteiro,Não,Masculino,19,Não,Não,Não,Sim,Não,10.8,1.4,1.74,Engenharia da computação,Diurno,Educação secundária,10.2,12.0,Matriculado
