ID_compra,unidade,cidade,data,horario,categoria_produto,valor_unitario,quantidade,valor_total,metodo_pagamento,ID_cliente,programa_cashback,idade,avaliacao_compra,mes
2744,Parque das nações,Santo André,2022-08-15,16:56,Casa e limpeza,68.9,4,275.6,Cartão,2266,Não,55,9,8
2748,Parque das nações,Santo André,2022-08-15,13:22,Alimentos e bebidas,83.9,2,167.8,Carteira digital,5875,Não,24,9,8
2755,Paulicéia,São Bernardo do Campo,2022-08-15,19:25,Beleza e cuidados pessoais,248.9,3,746.7,Cartão,7076,Sim,37,7,8
2749,Paulicéia,São Bernardo do Campo,2022-08-15,19:57,Papelaria e escritório,25.9,4,103.6,Cartão,6552,Não,25,9,8
2741,Parque das nações,Santo André,2022-08-15,15:49,Eletrônicos,2396.9,2,4793.8,Carteira digital,1292,Não,18,10,8
2751,Parque das nações,Santo André,2022-08-15,17:36,Beleza e cuidados pessoais,139.9,3,419.70000000000005,Carteira digital,9896,Não,60,10,8
2752,Oswaldo Cruz,São Caetano do Sul,2022-08-15,13:39,Beleza e cuidados pessoais,142.9,1,142.9,PIX,7561,Não,54,9,8
2758,Oswaldo Cruz,São Caetano do Sul,2022-08-15,19:52,Alimentos e bebidas,61.9,4,247.6,Carteira digital,3505,Sim,39,9,8
2750,Oswaldo Cruz,São Caetano do Sul,2022-08-15,19:58,Ferramentas e construção,337.9,2,675.8,PIX,7792,Não,43,9,8
2753,Oswaldo Cruz,São Caetano do Sul,2022-08-15,10:30,Casa e limpeza,177.9,1,177.9,PIX,4107,Não,41,10,8
2756,Parque das nações,Santo André,2022-08-15,9:37,Beleza e cuidados pessoais,212.9,1,212.9,Cartão,2231,Não,22,9,8
2743,Oswaldo Cruz,São Caetano do Sul,2022-08-15,17:44,Ferramentas e construção,171.9,5,859.5,PIX,1517,Não,47,10,8
2759,Oswaldo Cruz,São Caetano do Sul,2022-08-15,19:18,Eletrônicos,1736.9,3,5210.700000000001,Cartão,4340,Não,41,9,8
2760,Parque das nações,Santo André,2022-08-15,16:16,Casa e limpeza,28.9,4,115.6,Carteira digital,4095,Sim,29,10,8
2746,Parque das nações,Santo André,2022-08-15,19:19,Ferramentas e construção,271.9,2,543.8,PIX,3765,Não,44,10,8
2771,Oswaldo Cruz,São Caetano do Sul,2022-08-16,17:53,Casa e limpeza,104.9,2,209.8,Cartão,5010,Não,51,0,8
2776,Paulicéia,São Bernardo do Campo,2022-08-16,19:47,Alimentos e bebidas,78.9,2,157.8,PIX,1570,Não,45,10,8
2774,Oswaldo Cruz,São Caetano do Sul,2022-08-16,17:40,Livros,108.9,4,435.6,PIX,1797,Não,49,9,8
2764,Paulicéia,São Bernardo do Campo,2022-08-16,13:37,Ferramentas e construção,237.9,3,713.7,PIX,8114,Sim,32,8,8
2765,Oswaldo Cruz,São Caetano do Sul,2022-08-16,16:03,Ferramentas e construção,78.0,4,312.0,PIX,4255,Não,38,10,8
2770,Oswaldo Cruz,São Caetano do Sul,2022-08-16,13:26,Casa e limpeza,181.9,3,545.7,Cartão,8222,Não,41,9,8
2767,Parque das nações,Santo André,2022-08-16,19:39,Alimentos e bebidas,50.9,4,203.6,Carteira digital,3566,Sim,28,9,8
2773,Oswaldo Cruz,São Caetano do Sul,2022-08-16,13:13,Alimentos e bebidas,22.9,1,22.9,Carteira digital,6814,Sim,29,9,8
2778,Parque das nações,Santo André,2022-08-16,19:20,Beleza e cuidados pessoais,100.9,1,100.9,Carteira digital,1057,Sim,23,9,8
2772,Parque das nações,Santo André,2022-08-16,17:16,Ferramentas e construção,236.9,4,947.6,PIX,7030,Não,41,9,8
2775,Paulicéia,São Bernardo do Campo,2022-08-16,19:34,Casa e limpeza,59.9,3,179.7,Cartão,3029,Sim,30,9,8
2769,Parque das nações,Santo André,2022-08-16,16:25,Alimentos e bebidas,35.9,1,35.9,Cartão,2961,Não,37,9,8
2768,Parque das nações,Santo André,2022-08-16,13:54,Alimentos e bebidas,57.9,5,289.5,Cartão,5107,Não,43,9,8
2777,Paulicéia,São Bernardo do Campo,2022-08-16,16:47,Ferramentas e construção,289.9,5,1449.5,PIX,3916,Sim,38,10,8
2766,Parque das nações,Santo André,2022-08-16,13:29,Alimentos e bebidas,72.0,3,216.0,Cartão,9403,Sim,22,10,8
2763,Oswaldo Cruz,São Caetano do Sul,2022-08-16,14:07,Livros,133.9,5,669.5,Cartão,1701,Sim,33,9,8
2781,Parque das nações,Santo André,2022-08-17,18:52,Ferramentas e construção,61.9,1,61.9,Cartão,5470,Não,42,10,8
2793,Parque das nações,Santo André,2022-08-17,19:16,Alimentos e bebidas,41.9,2,83.8,Cartão,9895,Sim,26,10,8
2794,Oswaldo Cruz,São Caetano do Sul,2022-08-17,9:00,Alimentos e bebidas,99.9,2,199.8,PIX,8208,Sim,37,9,8
2784,Paulicéia,São Bernardo do Campo,2022-08-17,17:49,Alimentos e bebidas,14.9,3,44.7,PIX,8174,Sim,38,10,8
2803,Paulicéia,São Bernardo do Campo,2022-08-17,17:53,Livros,128.9,1,128.9,Cartão,5536,Sim,38,9,8
2806,Oswaldo Cruz,São Caetano do Sul,2022-08-17,18:32,Beleza e cuidados pessoais,209.9,2,419.8,PIX,6168,Sim,37,9,8
2789,Paulicéia,São Bernardo do Campo,2022-08-17,9:18,Beleza e cuidados pessoais,105.9,3,317.70000000000005,PIX,7338,Sim,32,9,8
2791,Oswaldo Cruz,São Caetano do Sul,2022-08-17,18:54,Eletrônicos,7965.0,1,7965.0,PIX,3082,Sim,34,9,8
2787,Parque das nações,Santo André,2022-08-17,15:38,Papelaria e escritório,6.9,5,34.5,Dinheiro,1683,Sim,30,10,8
2809,Oswaldo Cruz,São Caetano do Sul,2022-08-17,17:40,Beleza e cuidados pessoais,149.9,2,299.8,PIX,5278,Sim,38,9,8
2779,Parque das nações,Santo André,2022-08-17,17:27,Eletrônicos,2412.9,1,2412.9,Cartão,9683,Sim,40,9,8
2799,Paulicéia,São Bernardo do Campo,2022-08-17,9:56,Beleza e cuidados pessoais,149.9,2,299.8,PIX,4591,Sim,35,10,8
2792,Parque das nações,Santo André,2022-08-17,9:37,Casa e limpeza,142.9,3,428.70000000000005,Cartão,4564,Não,50,6,8
2785,Paulicéia,São Bernardo do Campo,2022-08-17,18:46,Papelaria e escritório,3.9,3,11.7,Cartão,1996,Sim,34,9,8
2788,Oswaldo Cruz,São Caetano do Sul,2022-08-17,9:36,Eletrônicos,2455.9,5,12279.5,Cartão,6794,Não,50,9,8
2810,Parque das nações,Santo André,2022-08-17,10:17,Alimentos e bebidas,5.0,2,10.0,Cartão,3081,Sim,31,6,8
2795,Paulicéia,São Bernardo do Campo,2022-08-17,10:18,Casa e limpeza,40.9,2,81.8,Cartão,7841,Sim,34,9,8
2780,Oswaldo Cruz,São Caetano do Sul,2022-08-17,13:42,Casa e limpeza,54.9,3,164.7,PIX,1309,Não,36,9,8
2802,Parque das nações,Santo André,2022-08-17,18:50,Eletrônicos,1112.9,1,1112.9,PIX,4986,Não,40,10,8
2798,Parque das nações,Santo André,2022-08-17,11:29,Eletrônicos,6974.9,4,27899.6,PIX,2957,Não,38,5,8
2797,Parque das nações,Santo André,2022-08-17,13:36,Eletrônicos,1655.9,1,1655.9,Cartão,5121,Sim,39,10,8
2801,Parque das nações,Santo André,2022-08-17,16:55,Papelaria e escritório,27.9,1,27.9,Carteira digital,3445,Não,27,10,8
2805,Paulicéia,São Bernardo do Campo,2022-08-17,12:21,Eletrônicos,1401.9,2,2803.8,PIX,1435,Não,51,9,8
2807,Oswaldo Cruz,São Caetano do Sul,2022-08-17,18:03,Casa e limpeza,100.9,1,100.9,PIX,9945,Não,45,10,8
2782,Parque das nações,Santo André,2022-08-17,18:54,Eletrônicos,2635.9,4,10543.6,PIX,8868,Sim,37,10,8
2790,Paulicéia,São Bernardo do Campo,2022-08-17,19:50,Beleza e cuidados pessoais,51.0,1,51.0,Cartão,4709,Não,55,10,8
2808,Oswaldo Cruz,São Caetano do Sul,2022-08-17,18:27,Eletrônicos,6215.9,4,24863.6,Cartão,2709,Sim,38,9,8
2796,Oswaldo Cruz,São Caetano do Sul,2022-08-17,18:17,Casa e limpeza,128.9,5,644.5,Cartão,4918,Não,31,10,8
2800,Oswaldo Cruz,São Caetano do Sul,2022-08-17,9:03,Alimentos e bebidas,53.9,1,53.9,PIX,1018,Não,45,7,8
2786,Oswaldo Cruz,São Caetano do Sul,2022-08-17,10:19,Eletrônicos,5544.9,3,16634.699999999997,PIX,1790,Não,40,10,8
2783,Parque das nações,Santo André,2022-08-17,13:06,Beleza e cuidados pessoais,196.9,5,984.5,PIX,1081,Sim,37,10,8
2804,Oswaldo Cruz,São Caetano do Sul,2022-08-17,16:18,Ferramentas e construção,207.9,3,623.7,Cartão,3269,Sim,26,9,8
2819,Paulicéia,São Bernardo do Campo,2022-08-18,13:28,Eletrônicos,4554.9,1,4554.9,Cartão,3311,Sim,40,10,8
2818,Parque das nações,Santo André,2022-08-18,12:38,Alimentos e bebidas,43.9,4,175.6,PIX,5963,Não,44,10,8
2822,Oswaldo Cruz,São Caetano do Sul,2022-08-18,16:36,Eletrônicos,4735.0,2,9470.0,Dinheiro,7086,Não,62,10,8
2815,Oswaldo Cruz,São Caetano do Sul,2022-08-18,14:29,Eletrônicos,2527.9,1,2527.9,Cartão,5267,Não,49,9,8
2826,Oswaldo Cruz,São Caetano do Sul,2022-08-18,19:08,Eletrônicos,7760.9,5,38804.5,Cartão,3283,Não,20,9,8
2811,Parque das nações,Santo André,2022-08-18,14:22,Alimentos e bebidas,66.9,2,133.8,PIX,5992,Não,42,8,8
2816,Parque das nações,Santo André,2022-08-18,17:35,Livros,124.9,5,624.5,PIX,1617,Não,46,6,8
2824,Parque das nações,Santo André,2022-08-18,12:06,Alimentos e bebidas,44.0,4,176.0,Cartão,3219,Sim,26,10,8
2812,Parque das nações,Santo André,2022-08-18,19:47,Eletrônicos,5680.0,2,11360.0,Cartão,2322,Sim,38,10,8
2821,Paulicéia,São Bernardo do Campo,2022-08-18,14:50,Alimentos e bebidas,11.9,5,59.5,Cartão,6726,Não,18,10,8
2817,Paulicéia,São Bernardo do Campo,2022-08-18,13:14,Eletrônicos,1767.9,5,8839.5,PIX,4464,Não,36,9,8
2828,Paulicéia,São Bernardo do Campo,2022-08-18,16:06,Casa e limpeza,160.9,5,804.5,Cartão,9859,Sim,31,9,8
2825,Parque das nações,Santo André,2022-08-18,18:34,Beleza e cuidados pessoais,120.9,1,120.9,Cartão,6733,Sim,28,9,8
2813,Parque das nações,Santo André,2022-08-18,12:59,Alimentos e bebidas,47.9,2,95.8,Dinheiro,6295,Não,67,9,8
2827,Paulicéia,São Bernardo do Campo,2022-08-18,16:29,Eletrônicos,3228.9,2,6457.8,Cartão,5504,Sim,25,7,8
2823,Paulicéia,São Bernardo do Campo,2022-08-18,16:41,Beleza e cuidados pessoais,87.9,2,175.8,Cartão,8497,Não,43,9,8
2820,Parque das nações,Santo André,2022-08-18,16:26,Papelaria e escritório,36.9,4,147.6,Cartão,8439,Sim,26,10,8
2814,Parque das nações,Santo André,2022-08-18,9:00,Alimentos e bebidas,83.9,4,335.6,Cartão,8423,Não,56,10,8
2848,Parque das nações,Santo André,2022-08-19,16:15,Casa e limpeza,176.9,1,176.9,PIX,6303,Não,47,9,8
2847,Parque das nações,Santo André,2022-08-19,12:26,Alimentos e bebidas,52.9,3,158.7,Carteira digital,6283,Sim,29,10,8
2846,Oswaldo Cruz,São Caetano do Sul,2022-08-19,9:26,Eletrônicos,6588.9,4,26355.6,PIX,8463,Não,53,9,8
2844,Oswaldo Cruz,São Caetano do Sul,2022-08-19,16:37,Alimentos e bebidas,83.9,2,167.8,Dinheiro,1721,Não,55,10,8
2831,Paulicéia,São Bernardo do Campo,2022-08-19,18:57,Ferramentas e construção,349.9,3,1049.6999999999998,Cartão,6403,Não,46,4,8
2842,Paulicéia,São Bernardo do Campo,2022-08-19,14:17,Casa e limpeza,11.9,1,11.9,Cartão,4078,Não,44,10,8
2839,Parque das nações,Santo André,2022-08-19,19:40,Ferramentas e construção,101.9,1,101.9,Cartão,3756,Não,47,10,8
2845,Oswaldo Cruz,São Caetano do Sul,2022-08-19,16:21,Ferramentas e construção,149.9,1,149.9,PIX,2430,Sim,31,9,8
2834,Oswaldo Cruz,São Caetano do Sul,2022-08-19,18:57,Alimentos e bebidas,4.9,2,9.8,Dinheiro,6458,Não,51,9,8
2833,Oswaldo Cruz,São Caetano do Sul,2022-08-19,17:36,Eletrônicos,3455.9,1,3455.9,Carteira digital,1623,Não,51,9,8
2838,Oswaldo Cruz,São Caetano do Sul,2022-08-19,12:27,Alimentos e bebidas,15.9,4,63.6,Carteira digital,5821,Não,21,9,8
2836,Paulicéia,São Bernardo do Campo,2022-08-19,17:48,Casa e limpeza,27.9,3,83.69999999999999,PIX,7503,Não,34,9,8
2830,Paulicéia,São Bernardo do Campo,2022-08-19,18:41,Papelaria e escritório,29.9,2,59.8,Cartão,1612,Não,39,9,8
2849,Paulicéia,São Bernardo do Campo,2022-08-19,17:28,Casa e limpeza,20.9,5,104.5,Carteira digital,4351,Sim,24,9,8
2841,Paulicéia,São Bernardo do Campo,2022-08-19,17:32,Casa e limpeza,89.9,5,449.5,PIX,1377,Sim,35,9,8
2843,Paulicéia,São Bernardo do Campo,2022-08-19,16:02,Alimentos e bebidas,64.9,1,64.9,Cartão,5912,Sim,39,10,8
2835,Parque das nações,Santo André,2022-08-19,13:34,Eletrônicos,5529.9,4,22119.6,Cartão,3251,Sim,33,10,8
2840,Paulicéia,São Bernardo do Campo,2022-08-19,18:40,Beleza e cuidados pessoais,36.0,2,72.0,Cartão,3800,Sim,36,10,8
2832,Paulicéia,São Bernardo do Campo,2022-08-19,11:42,Eletrônicos,1816.0,5,9080.0,PIX,9752,Sim,38,9,8
2829,Parque das nações,Santo André,2022-08-19,18:29,Eletrônicos,875.0,3,2625.0,Cartão,1442,Sim,28,10,8
2837,Parque das nações,Santo André,2022-08-19,17:36,Alimentos e bebidas,11.9,4,47.6,Cartão,7460,Não,47,9,8
2850,Oswaldo Cruz,São Caetano do Sul,2022-08-19,18:52,Alimentos e bebidas,67.9,1,67.9,Cartão,7437,Não,41,10,8
2868,Parque das nações,Santo André,2022-08-20,9:27,Ferramentas e construção,54.9,1,54.9,Cartão,7378,Sim,22,10,8
2867,Oswaldo Cruz,São Caetano do Sul,2022-08-20,13:57,Papelaria e escritório,8.9,2,17.8,Cartão,5046,Sim,28,10,8
2855,Parque das nações,Santo André,2022-08-20,13:53,Papelaria e escritório,18.0,4,72.0,Cartão,5675,Sim,29,9,8
2860,Oswaldo Cruz,São Caetano do Sul,2022-08-20,12:17,Eletrônicos,354.9,5,1774.5,PIX,2657,Não,41,3,8
2858,Parque das nações,Santo André,2022-08-20,13:09,Eletrônicos,7119.0,3,21357.0,Cartão,2259,Não,48,10,8
2864,Paulicéia,São Bernardo do Campo,2022-08-20,17:25,Beleza e cuidados pessoais,32.9,4,131.6,Cartão,4864,Não,43,10,8
2863,Oswaldo Cruz,São Caetano do Sul,2022-08-20,19:47,Eletrônicos,1969.9,5,9849.5,Cartão,1601,Não,25,10,8
2853,Paulicéia,São Bernardo do Campo,2022-08-20,16:24,Casa e limpeza,159.9,3,479.70000000000005,PIX,6212,Sim,34,7,8
2852,Parque das nações,Santo André,2022-08-20,18:12,Eletrônicos,5932.9,5,29664.5,Cartão,2218,Não,54,4,8
2870,Oswaldo Cruz,São Caetano do Sul,2022-08-20,18:36,Eletrônicos,3124.9,4,12499.6,PIX,4648,Sim,36,9,8
2862,Paulicéia,São Bernardo do Campo,2022-08-20,13:38,Casa e limpeza,70.9,1,70.9,PIX,6667,Sim,34,10,8
2851,Parque das nações,Santo André,2022-08-20,13:52,Livros,70.9,1,70.9,Cartão,1245,Não,45,9,8
2859,Parque das nações,Santo André,2022-08-20,12:34,Alimentos e bebidas,41.9,4,167.6,Cartão,8357,Não,29,10,8
2865,Paulicéia,São Bernardo do Campo,2022-08-20,17:04,Livros,111.9,3,335.70000000000005,Dinheiro,4442,Não,58,8,8
2856,Paulicéia,São Bernardo do Campo,2022-08-20,19:53,Papelaria e escritório,43.9,5,219.5,Cartão,4932,Sim,20,9,8
2861,Parque das nações,Santo André,2022-08-20,18:00,Casa e limpeza,187.9,5,939.5,Cartão,5082,Sim,38,5,8
2866,Paulicéia,São Bernardo do Campo,2022-08-20,16:45,Casa e limpeza,152.9,1,152.9,Cartão,9166,Não,35,9,8
2854,Oswaldo Cruz,São Caetano do Sul,2022-08-20,10:43,Livros,131.9,4,527.6,Cartão,6372,Sim,25,10,8
2857,Oswaldo Cruz,São Caetano do Sul,2022-08-20,18:06,Ferramentas e construção,239.0,4,956.0,Dinheiro,2320,Não,55,9,8
2869,Parque das nações,Santo André,2022-08-20,18:08,Ferramentas e construção,179.9,5,899.5,Dinheiro,9011,Não,58,9,8
2887,Parque das nações,Santo André,2022-08-22,19:09,Ferramentas e construção,67.9,4,271.6,Cartão,8372,Não,45,9,8
2882,Parque das nações,Santo André,2022-08-22,18:41,Eletrônicos,1633.9,2,3267.8,Cartão,2770,Não,32,10,8
2891,Paulicéia,São Bernardo do Campo,2022-08-22,12:39,Alimentos e bebidas,35.9,1,35.9,Cartão,6848,Não,47,10,8
2871,Paulicéia,São Bernardo do Campo,2022-08-22,13:33,Ferramentas e construção,350.0,4,1400.0,Dinheiro,3240,Não,44,10,8
2883,Paulicéia,São Bernardo do Campo,2022-08-22,16:36,Casa e limpeza,74.0,2,148.0,Cartão,9247,Não,42,3,8
2884,Parque das nações,Santo André,2022-08-22,17:51,Casa e limpeza,58.9,5,294.5,PIX,6622,Sim,39,9,8
2875,Paulicéia,São Bernardo do Campo,2022-08-22,14:36,Casa e limpeza,96.9,1,96.9,Cartão,2421,Sim,37,10,8
2872,Paulicéia,São Bernardo do Campo,2022-08-22,12:48,Eletrônicos,2674.9,1,2674.9,Cartão,8404,Não,49,10,8
2873,Parque das nações,Santo André,2022-08-22,16:01,Casa e limpeza,193.9,5,969.5,Cartão,9649,Sim,40,9,8
2896,Parque das nações,Santo André,2022-08-22,13:09,Eletrônicos,6632.9,4,26531.6,PIX,8820,Não,41,9,8
2893,Paulicéia,São Bernardo do Campo,2022-08-22,11:56,Eletrônicos,238.9,5,1194.5,Cartão,6828,Não,43,9,8
2892,Parque das nações,Santo André,2022-08-22,19:21,Beleza e cuidados pessoais,68.9,2,137.8,Dinheiro,8979,Não,65,10,8
2894,Parque das nações,Santo André,2022-08-22,19:34,Alimentos e bebidas,23.9,4,95.6,PIX,1141,Não,47,9,8
2888,Paulicéia,São Bernardo do Campo,2022-08-22,19:57,Beleza e cuidados pessoais,60.9,5,304.5,PIX,8561,Não,41,9,8
2877,Paulicéia,São Bernardo do Campo,2022-08-22,17:52,Eletrônicos,3745.9,1,3745.9,Cartão,5770,Sim,36,9,8
2880,Oswaldo Cruz,São Caetano do Sul,2022-08-22,19:31,Alimentos e bebidas,14.9,3,44.7,PIX,1565,Sim,34,10,8
2897,Paulicéia,São Bernardo do Campo,2022-08-22,10:40,Eletrônicos,665.0,1,665.0,PIX,5130,Não,43,9,8
2878,Oswaldo Cruz,São Caetano do Sul,2022-08-22,16:06,Eletrônicos,7318.9,2,14637.8,PIX,9422,Não,44,9,8
2881,Parque das nações,Santo André,2022-08-22,11:52,Eletrônicos,4003.9,3,12011.7,Dinheiro,4973,Não,30,10,8
2886,Paulicéia,São Bernardo do Campo,2022-08-22,17:52,Papelaria e escritório,19.9,4,79.6,Cartão,2776,Não,34,10,8
2890,Parque das nações,Santo André,2022-08-22,13:31,Ferramentas e construção,122.9,4,491.6,Cartão,9338,Não,32,10,8
2898,Parque das nações,Santo André,2022-08-22,19:31,Alimentos e bebidas,63.9,5,319.5,Dinheiro,4902,Sim,30,4,8
2885,Paulicéia,São Bernardo do Campo,2022-08-22,18:06,Alimentos e bebidas,87.0,1,87.0,PIX,7236,Sim,35,10,8
2874,Oswaldo Cruz,São Caetano do Sul,2022-08-22,16:35,Eletrônicos,5165.9,3,15497.699999999999,PIX,7939,Não,49,10,8
2876,Paulicéia,São Bernardo do Campo,2022-08-22,13:55,Beleza e cuidados pessoais,28.9,1,28.9,Cartão,5047,Não,35,10,8
2895,Oswaldo Cruz,São Caetano do Sul,2022-08-22,18:21,Beleza e cuidados pessoais,52.9,1,52.9,Cartão,1405,Não,48,9,8
2889,Oswaldo Cruz,São Caetano do Sul,2022-08-22,14:32,Casa e limpeza,60.9,1,60.9,Dinheiro,5239,Não,65,9,8
2879,Paulicéia,São Bernardo do Campo,2022-08-22,19:05,Beleza e cuidados pessoais,207.9,4,831.6,Dinheiro,9477,Não,58,10,8
2910,Paulicéia,São Bernardo do Campo,2022-08-23,13:10,Eletrônicos,3788.9,2,7577.8,Cartão,8615,Não,43,9,8
2914,Oswaldo Cruz,São Caetano do Sul,2022-08-23,13:51,Eletrônicos,5960.9,5,29804.5,Cartão,4588,Não,41,9,8
2901,Paulicéia,São Bernardo do Campo,2022-08-23,19:42,Beleza e cuidados pessoais,143.9,5,719.5,PIX,6919,Sim,31,10,8
2920,Paulicéia,São Bernardo do Campo,2022-08-23,13:20,Eletrônicos,3850.9,5,19254.5,Cartão,6922,Não,32,7,8
2905,Paulicéia,São Bernardo do Campo,2022-08-23,19:40,Ferramentas e construção,86.9,2,173.8,PIX,2277,Sim,34,10,8
2926,Oswaldo Cruz,São Caetano do Sul,2022-08-23,12:47,Beleza e cuidados pessoais,131.9,3,395.70000000000005,Cartão,2921,Sim,36,10,8
2900,Paulicéia,São Bernardo do Campo,2022-08-23,13:03,Eletrônicos,7512.9,3,22538.699999999997,Cartão,2451,Sim,39,9,8
2928,Paulicéia,São Bernardo do Campo,2022-08-23,13:16,Casa e limpeza,40.9,4,163.6,PIX,1679,Não,41,9,8
2909,Parque das nações,Santo André,2022-08-23,11:28,Eletrônicos,5532.9,4,22131.6,Cartão,6955,Sim,38,10,8
2904,Paulicéia,São Bernardo do Campo,2022-08-23,13:36,Livros,33.9,4,135.6,Cartão,5444,Sim,27,10,8
2907,Paulicéia,São Bernardo do Campo,2022-08-23,11:13,Beleza e cuidados pessoais,175.9,1,175.9,PIX,1913,Sim,40,10,8
2925,Parque das nações,Santo André,2022-08-23,18:44,Eletrônicos,7838.9,3,23516.699999999997,PIX,8827,Não,37,10,8
2899,Paulicéia,São Bernardo do Campo,2022-08-23,9:20,Casa e limpeza,189.9,4,759.6,PIX,6648,Sim,32,8,8
2918,Oswaldo Cruz,São Caetano do Sul,2022-08-23,17:21,Alimentos e bebidas,99.9,3,299.70000000000005,PIX,1058,Não,45,10,8
2903,Parque das nações,Santo André,2022-08-23,13:43,Casa e limpeza,100.9,4,403.6,Cartão,4965,Não,46,10,8
2923,Oswaldo Cruz,São Caetano do Sul,2022-08-23,13:53,Beleza e cuidados pessoais,144.9,2,289.8,Cartão,9431,Não,47,9,8
2917,Oswaldo Cruz,São Caetano do Sul,2022-08-23,13:42,Papelaria e escritório,41.9,4,167.6,Carteira digital,2646,Sim,26,10,8
2915,Parque das nações,Santo André,2022-08-23,18:39,Casa e limpeza,43.9,4,175.6,Cartão,9559,Não,42,6,8
2911,Paulicéia,São Bernardo do Campo,2022-08-23,17:30,Alimentos e bebidas,98.9,4,395.6,PIX,6057,Não,41,9,8
2902,Oswaldo Cruz,São Caetano do Sul,2022-08-23,17:05,Beleza e cuidados pessoais,225.9,5,1129.5,PIX,3874,Sim,33,10,8
2912,Oswaldo Cruz,São Caetano do Sul,2022-08-23,12:24,Eletrônicos,2503.9,1,2503.9,Cartão,9799,Não,33,10,8
2922,Parque das nações,Santo André,2022-08-23,13:07,Beleza e cuidados pessoais,69.9,2,139.8,PIX,1025,Sim,35,9,8
2924,Parque das nações,Santo André,2022-08-23,11:34,Casa e limpeza,42.9,5,214.5,PIX,1869,Não,38,10,8
2921,Parque das nações,Santo André,2022-08-23,13:14,Eletrônicos,3852.9,2,7705.8,Cartão,5990,Não,43,10,8
2908,Oswaldo Cruz,São Caetano do Sul,2022-08-23,16:45,Eletrônicos,3851.9,2,7703.8,Cartão,1567,Não,38,10,8
2913,Oswaldo Cruz,São Caetano do Sul,2022-08-23,12:52,Papelaria e escritório,48.9,1,48.9,PIX,3740,Não,54,10,8
2919,Parque das nações,Santo André,2022-08-23,13:15,Casa e limpeza,11.9,4,47.6,Cartão,5097,Sim,26,9,8
2916,Paulicéia,São Bernardo do Campo,2022-08-23,19:48,Beleza e cuidados pessoais,160.9,1,160.9,Cartão,2122,Não,51,0,8
2906,Paulicéia,São Bernardo do Campo,2022-08-23,17:39,Beleza e cuidados pessoais,78.9,5,394.5,Carteira digital,8861,Não,25,10,8
2927,Oswaldo Cruz,São Caetano do Sul,2022-08-23,9:40,Casa e limpeza,173.9,5,869.5,PIX,9319,Não,47,10,8
2943,Oswaldo Cruz,São Caetano do Sul,2022-08-24,12:35,Casa e limpeza,110.9,3,332.70000000000005,PIX,8294,Não,35,10,8
2935,Oswaldo Cruz,São Caetano do Sul,2022-08-24,12:17,Eletrônicos,2510.9,1,2510.9,Carteira digital,1341,Sim,24,10,8
2933,Parque das nações,Santo André,2022-08-24,13:23,Papelaria e escritório,12.9,3,38.7,Cartão,9091,Não,33,9,8
2940,Parque das nações,Santo André,2022-08-24,12:26,Casa e limpeza,127.9,4,511.6,Dinheiro,2956,Sim,30,10,8
2945,Oswaldo Cruz,São Caetano do Sul,2022-08-24,13:36,Alimentos e bebidas,64.9,2,129.8,Cartão,5475,Sim,31,9,8
2936,Parque das nações,Santo André,2022-08-24,13:29,Alimentos e bebidas,45.9,3,137.7,Cartão,1680,Sim,36,9,8
2946,Parque das nações,Santo André,2022-08-24,15:32,Livros,61.9,4,247.6,PIX,6496,Não,41,9,8
2937,Oswaldo Cruz,São Caetano do Sul,2022-08-24,18:48,Eletrônicos,7781.9,2,15563.8,PIX,1276,Não,50,6,8
2942,Parque das nações,Santo André,2022-08-24,14:51,Eletrônicos,6814.9,4,27259.6,PIX,8499,Não,42,5,8
2929,Oswaldo Cruz,São Caetano do Sul,2022-08-24,16:36,Alimentos e bebidas,29.9,5,149.5,Cartão,9823,Não,44,4,8
2941,Oswaldo Cruz,São Caetano do Sul,2022-08-24,10:51,Papelaria e escritório,16.9,5,84.5,Cartão,6568,Sim,22,9,8
2932,Oswaldo Cruz,São Caetano do Sul,2022-08-24,9:40,Alimentos e bebidas,6.9,2,13.8,PIX,5728,Sim,37,10,8
2931,Paulicéia,São Bernardo do Campo,2022-08-24,14:31,Beleza e cuidados pessoais,143.9,1,143.9,Cartão,6098,Sim,29,10,8
2938,Paulicéia,São Bernardo do Campo,2022-08-24,12:52,Beleza e cuidados pessoais,215.9,1,215.9,Dinheiro,1682,Não,33,10,8
2944,Paulicéia,São Bernardo do Campo,2022-08-24,10:13,Alimentos e bebidas,69.9,1,69.9,Cartão,9717,Não,44,9,8
2939,Parque das nações,Santo André,2022-08-24,18:20,Ferramentas e construção,160.9,4,643.6,Carteira digital,4659,Não,26,10,8
2947,Paulicéia,São Bernardo do Campo,2022-08-24,16:39,Casa e limpeza,56.9,2,113.8,PIX,7339,Não,54,2,8
2930,Oswaldo Cruz,São Caetano do Sul,2022-08-24,13:11,Eletrônicos,4923.0,1,4923.0,PIX,1875,Sim,40,9,8
2934,Parque das nações,Santo André,2022-08-24,10:44,Ferramentas e construção,159.9,3,479.70000000000005,PIX,3781,Não,43,10,8
2948,Oswaldo Cruz,São Caetano do Sul,2022-08-24,10:18,Livros,77.9,5,389.5,PIX,1338,Não,31,9,8
2951,Paulicéia,São Bernardo do Campo,2022-08-25,19:41,Beleza e cuidados pessoais,137.9,2,275.8,Cartão,7870,Sim,35,4,8
